period,duration,depth,planet_radius,stellar_temperature,stellar_gravity,stellar_radius,magnitude,snr,equilibrium_temp,disposition
5.95077813,5.6,761.8,32.26,5122,2.886,9.828,12.861,71.9,2366,0
99.673478,0.968,2496,576.14,4932,4.777,0.492,15.801,12.6,262,0
4.7425521,1.11,3583,7.27,6161,4.454,1.053,15.432,10.9,1159,2
0.955297055,1.7405,846.1,18.16,5319,4.548,0.734,15.45,67.3,1550,0
280.476576,32.24,651.2,3.16,5869,4.528,0.892,13.608,38.7,268,0
152.8255989,22.688,2173.5,34.85,4991,2.933,7.506,13.226,98.9,734,0
47.1096306,5.741,752.2,78.98,5258,3.597,2.78,13.731,35.1,751,2
2.41660149,1.9699,83.6,0.92,5705,4.444,1.026,12.737,33.7,1343,1
4.252082243,2.7543,8290.5,33.14,5802,4.492,0.794,15.286,254.8,1064,0
14.18022831,4.5344,172740,62.41,6289,4.33,1.142,17.427,472.3,873,0
282.5253558,10.7965,9746.4,8.98,5725,4.506,0.913,12.62,696,264,1
1.87887673,6.60887,824390,148.25,6569,4.281,1.235,13.244,3176.9,1846,0
17.79391159,4.3194,93395,33.3,5780,4.438,1,16.328,247,697,0
7.942583252,7.0612,88327,219.02,5516,3.765,2.178,15.994,855.4,1285,0
15.85231085,4.8707,437860,679.44,5780,4.438,1,17.518,252.4,725,0
2.415925551,9.7769,560970,300.82,8796,3.711,3.278,14.467,1598.3,3329,0
0.656201038,4.17901,174860,112.77,6025,4.472,0.999,15.168,2065.8,2157,0
2.617280959,9.661,3089.9,395.94,6432,4.207,1.345,13.306,262.4,1689,0
18.577903,20.11,99.8,1.36,6432,4.207,1.345,13.306,6.6,879,2
1.412524016,5.74859,175780,68.92,6690,4.375,1.174,14.964,1475.4,1978,0
5.77676732,6.822,5794.8,26.2,4401,4.621,0.645,15.466,74.1,670,0
88.40678718,12.3079,1724.4,4.55,5611,4.388,1.073,12.16,328,410,1
3.635723653,2.1862,80,1.23,6422,4.249,1.295,11.826,43.1,1478,0
369.181947,3.239,913,2.6,5959,4.546,0.859,14.433,9.9,245,0
45.3968385,4.477,1355.2,21.23,5649,4.633,0.705,15.024,38.9,437,0
15.160166,5.856,307.9,2.09,5940,4.3,1.191,13.59,26.1,821,0
2.63009438,11.226,388.9,25.55,6338,4.418,1.091,14.651,69.4,1480,0
9.40527028,2.076,470.9,25.39,6347,4.464,0.996,14.685,20.7,938,0
4.15713766,1.808,77,1.17,6470,4.301,1.324,12.28,9.2,1401,0
3.2136904,2.205,55.8,1.22,6184,4.151,1.579,12.618,19.2,1591,0
2.87066026,1.541,450.8,1.72,5910,4.578,0.796,15.413,13.2,1196,0
31.24611088,4.76,,,,,,14.706,,,0
82.37208458,6.35,,,,,,14.688,,,0
0.991105114,2.2137,286390,36.87,4769,4.673,0.578,16.948,273.8,1257,0
12.42558039,57.2012,1131,21.34,4594,4.58,0.743,14.652,58.8,563,0
138.944022,10.611,530.2,2.57,6014,4.362,1.115,14.208,28,384,1
12.4260454,27.7691,582.1,2.64,5645,4.569,0.817,15.604,55.7,706,0
12.4260002,30.1966,468.6,2.39,5645,4.569,0.817,15.604,47.8,706,0
1.50650136,3.1126,66.9,0.8,5607,4.381,0.948,12.903,41.9,1562,0
0.968026356,0.7143,212.7,1.78,6469,4.385,1.193,14.479,32.6,2167,2
1.179969562,1.9745,1109.3,120.02,5500,3.491,3.899,12.989,277.9,2960,0
10.10176739,2.1267,601.7,26.09,6058,4.54,0.867,14.694,28.8,829,0
10.57910009,1.4553,329.3,2.03,6323,4.418,1.093,14.572,17.9,929,2
1.480283464,2.486,60.5,0.97,5897,4.25,1.259,13.522,21.3,1822,1
15.42040937,2.3707,14759,16.62,5468,4.505,0.88,15.596,268.5,661,0
9.97682072,3.4873,966.8,2.85,5500,4.416,0.928,14.943,31.3,802,1
61.4913415,9.627,3692.4,4.57,4796,4.656,0.598,15.943,70.5,323,0
5.0263815,4.384,77.2,0.84,5783,4.418,0.962,14.877,8.5,1065,2
16.00351679,4.001,668.3,18.01,5283,4.594,0.695,14.733,29.9,586,0
1.86390886,4.414,176.1,77.99,6689,3.594,3.381,13.027,18.3,2902,0
2.03743942,3.103,112.5,0.82,5751,4.577,0.774,15.047,16,1299,0
332.74984,14.77,518.1,2.55,6372,4.375,1.112,15.487,8.7,302,0
45.60304785,8.35,,,,,,15.206,,,0
2.4681015,2.83,172.8,1.22,5516,4.466,0.872,14.874,22.1,1244,0
12.53449909,6.02,,,,,,15.725,,,0
215.15218,19.97,264.2,1.36,5914,4.563,0.828,15.075,6.7,287,0
3.17275711,5.404,313.2,1.27,5058,4.61,0.739,15.936,30.1,966,0
6.68231249,3.251,48.7,2.09,5343,3.764,2.506,13.052,12.3,1350,2
0.73619448,1.1148,247.3,1.84,6355,4.418,1.09,15.145,27.2,2268,0
10.18670759,7.498,261.2,0.95,3995,4.694,0.555,14.651,35.5,477,0
365.994154,13.071,698.5,2.87,6074,4.466,0.965,14.05,23.8,263,0
0.54028956,3.619,293.5,21.45,5997,4.483,0.993,14.568,58.4,2279,0
2.49047468,2.2003,222.2,1.53,6067,4.433,0.997,15.429,20.7,1413,0
2.17257963,1.5794,335.5,13.55,6038,4.34,0.971,14.845,27.1,1518,0
3.307669761,1.672,243.1,3.87,5959,3.829,2.382,12.936,66.7,1840,0
3.183961388,3.7875,39268,37.22,5716,3.963,1.76,12.678,339.2,1615,0
48.507991,8.984,288.9,2.06,6031,4.476,0.966,15.365,11.4,511,0
0.759766456,5.323,480.5,29.02,6174,4.455,1.026,15.932,73,2128,0
1.219034472,2.151,6923.8,9.82,5833,4.333,1.192,14.914,99.2,1845,0
7.37339245,2.883,125,13.73,6484,4.36,1.093,12.197,36.6,1098,0
4.70847097,6.0503,32622,19.58,6214,4.391,1.061,14.417,607.2,1202,0
2.404556949,7.4918,408.7,4.69,6426,4.013,1.775,13.474,147.1,1958,0
66.119119,3.086,862,3,5828,4.462,1.028,15.978,9.8,452,2
0.982090079,1.44892,5396.7,29.95,5472,4.573,0.742,15.933,304.1,1568,2
2.972047661,1.198,5945,24.74,4491,4.58,0.711,15.772,20,881,0
2.237180102,1.4734,493.8,1.75,5080,4.538,0.793,15.938,23.3,1134,0
0.93374232,6.552,351.4,18.29,5553,4.577,0.806,15.239,49.1,1638,0
134.76309,8.77,,,,,,14.922,,,0
0.495434094,1.2496,287.9,1.57,5529,4.471,0.936,14.672,57.2,2151,0
8.48031302,5.988,107,2.74,6541,3.778,2.43,13.124,20.2,1510,0
5.40534383,2.32,,,,,,14.313,,,0
0.66682654,0.7847,511.6,1.49,3993,4.696,0.554,15.745,33.4,1183,2
0.882131829,6.8106,3620.9,8.13,6168,4.482,0.911,15.039,70.6,1963,0
0.489682339,1.7495,431670,37.47,3898,4.735,0.53,16.946,628.2,1251,0
364.751562,13.057,1481.5,2.89,4386,4.629,0.63,15.188,25.5,166,1
2.189098506,5.1498,2533.7,29.7,5681,4.551,0.859,15.753,194.9,1288,0
0.7088055,3.6789,17575,41.08,5989,4.5,0.908,15.036,195.6,2035,0
88.821421,9.35,393.7,234.99,5081,3.484,3.365,13.747,7.8,634,0
1.507761203,3.096,2773.7,31.77,5069,4.53,0.818,15.583,153.1,1301,0
1.506019633,2.408,136.9,1.08,6065,4.454,0.896,15.005,18.8,1628,0
0.572513875,2.353,49.3,0.52,5171,4.576,0.76,15.078,10.2,1779,0
35.14578122,2.253,6789.4,32.5,5437,4.554,0.783,15.838,86.8,480,0
3.690317047,1.3784,465.5,20.23,6120,4.395,1.054,14.336,43,1280,0
105.9566815,6.9988,2286.4,3.79,5327,4.581,0.8,15.795,51.8,324,1
2.95600563,2.6717,76.1,0.81,5668,4.472,0.916,12.58,35.5,1211,0
11.80570754,2.0494,2052.1,18.48,6065,3.888,1.891,12.829,124.9,1153,0
25.3710555,3.739,78.6,1.43,6029,4.127,1.494,13.78,8.3,779,0
1.38680229,1.7065,242.3,29.33,6823,4.04,2.037,12.655,84.4,2530,2
8.58966893,6.962,429.6,155.18,3837,0.829,80.307,13.866,47.5,4900,0
4.468456599,1.4195,906.7,24.81,5869,4.513,0.942,13.954,39.1,1081,0
0.933754669,4.048,89.3,1.48,6443,4.146,1.457,13.343,43.2,2475,0
86.79876649,2.99,,,,,,15.092,,,0
164.5750675,9.57,,,,,,13.215,,,0
1.71030803,2.718,216,1.32,5790,4.528,0.9,15.862,21,1449,0
79.9201319,4.482,1326.8,1.81,3812,4.767,0.476,15.577,21.9,217,0
199.3113,6.43,383.6,1.64,5662,4.577,0.789,15.37,6.5,278,0
157.82131,12.42,192.3,1.59,6082,4.342,1.147,14.856,6.9,377,0
2.28612573,12.408,301.6,22.63,6063,4.476,1.012,15.116,45.3,1433,0
199.66876,8.996,251.9,1.45,5678,4.409,0.921,14.033,13.9,305,1
1.33254971,4.69,158.3,1.36,6150,4.41,1.004,15.271,35.3,1782,0
0.469334634,0.8864,340.4,2.4,5888,4.394,1.008,14.67,49.1,2432,0
0.849277809,3.137,690.8,20.11,5743,4.553,0.853,15.845,17.1,1781,0
71.4523167,6.276,216.9,2.19,6148,4.132,1.488,13.781,16.6,561,1
1.752564549,3.503,116.6,1.38,6221,4.333,1.18,13.608,38,1741,0
0.566816802,1.981,94,0.68,4665,4.584,0.704,15.678,12.9,1585,0
1.752553762,3.877,414.7,1.06,4408,4.713,0.529,15.828,32.5,933,0
2.065351521,2.661,173.2,1.03,5266,4.536,0.749,14.788,25.3,1196,0
2.253551793,3.66,119.6,1.7,6526,4.217,1.426,13.121,42.1,1812,0
1.06378861,1.072,251.5,1.61,5265,4.4,1.002,14.229,21.5,1650,1
123.1149477,17.24,,,,,,9.473,,,0
1.854493861,4.2367,1287.3,29.39,5431,4.563,0.843,14.898,108.2,1291,0
1.020713389,0.873,102.3,0.9,5815,4.52,0.87,15.186,11.3,1724,0
2.1990638,3.197,344.8,1.33,5003,4.572,0.707,15.957,19.3,1087,0
132.1331011,26.715,7956.2,75.08,5067,2.877,8.121,9.715,284.3,809,0
1.120646438,1.7664,322.5,89.35,4972,3.449,4.034,13.695,45.7,2783,0
1.710279417,2.252,228.8,1.57,5834,4.472,1.023,15.795,19.9,1524,0
65.238281,5.756,197.2,5.18,5254,3.506,3.761,11.479,10.3,734,0
0.56679641,2.324,26.7,0.46,5403,4.54,0.888,13.686,14.1,1940,0
9.88736642,4.23,68,0.68,5693,4.57,0.816,13.461,14.6,768,1
42.3520039,7.773,512.6,6.3,6864,3.783,2.632,12.852,30.5,938,1
0.789160884,0.9268,215.1,0.91,4258,4.635,0.622,15.031,23.6,1244,1
2.399081606,4.384,6071.6,40.6,5780,4.438,1,16.494,89.9,1360,0
5.14072621,27.24,145.6,19.28,5751,4.389,1.035,13.753,44.5,1076,0
0.566798545,5.224,36.9,0.53,5629,4.553,0.87,13.519,23.3,2004,0
1.44445234,0.9753,200.7,2.03,5305,4.088,1.449,14.536,20.9,1800,1
3.55653637,8.7,202.5,1.7,5950,4.395,1.114,14.377,23.1,1272,0
9.60853601,3.672,584.4,31.99,6377,4.398,1.158,15.974,19.3,984,0
0.933747751,3.9236,76.6,2.07,6985,3.936,2.187,13.369,49.5,3112,0
3.17463577,10.988,405.9,9.32,5999,4.417,0.996,14.934,83.1,1296,0
0.902222843,2.0516,29.7,48.23,3705,0.798,89.806,13.547,5.1,10340,0
22.4685309,3.034,242.3,20.05,5461,3.566,3.301,13.301,21.3,1040,0
10.16104834,3.0448,908.9,2.72,5636,4.462,0.913,15.047,36.8,800,0
2.743978797,6.442,39994,38.11,5334,4.492,0.81,13.805,56.5,1136,0
1.332561398,4.103,150.6,2.16,6468,4.107,1.602,13.616,77.1,2276,0
12.89623554,2.625,426.6,2.55,6072,4.51,0.923,14.107,32.9,783,2
364.14397,15.37,513.5,2.2,6039,4.493,0.951,15.508,9.3,259,0
21.78769087,4.498,507.7,71.95,5627,3.633,3.05,12.967,38.1,1042,0
5.90741476,1.016,5569,5.1,4963,4.585,0.69,15.625,7.2,769,1
2.368173896,2.346,10143,10.92,5944,4.393,0.991,15.533,52.9,1428,0
5.73865933,4.051,688.6,1.84,3841,4.756,0.509,15.51,40.1,535,0
91.05641908,6.7282,57608,53.1,6142,4.456,1.046,15.959,701.1,431,0
2.52443998,2.369,45.8,1.53,6461,3.846,2.225,13.063,10.6,2145,2
4.49686066,1.7306,1932.5,1.93,3698,4.81,0.444,16.283,37,535,1
0.5374094,1.2039,94.2,0.96,5749,4.457,0.988,14.832,21.9,2208,2
24.7543849,3.39,593.3,2.1,4852,4.519,0.804,15.514,18,491,1
0.475068516,0.8552,110.1,1.03,6045,4.494,0.955,14.255,21.4,2372,0
1.79683793,7.911,223.3,3.37,7592,4.159,1.714,13.613,27.9,2397,0
187.5125128,8.05,,,,,,15.711,,,0
12.425484,28.0218,117.2,1.55,5478,4.351,1.017,13.585,43,773,0
17.7838298,3.997,247.1,1.6,6014,4.436,1.021,14.651,18.7,729,1
1.204529346,1.62,86.9,1.4,5340,4.046,1.504,14.259,11.1,1968,0
2.15839583,8.09,352.2,14.28,5272,4.659,0.662,15.239,38.9,1103,0
1.570592397,0.623,214.4,1.37,5519,4.431,0.921,13.14,29.7,1480,2
371.1495,15.855,597.3,2.07,5988,4.541,0.836,15.342,11.5,245,0
3.374684854,4.48335,80917,49.25,5754,4.514,0.943,15.746,658.3,1163,0
2.61841046,3.304,180.2,1.12,5912,4.566,0.82,14.598,24.8,1245,0
4.593594819,2.6391,1455.2,8.85,6075,4.486,0.969,14.455,83.5,1125,0
125.0426,8.99,104.3,1.2,6273,4.364,1.139,13.538,6.4,416,0
6.17039154,2.116,502.9,2.17,6137,4.487,0.963,15.406,19,1029,0
0.364860478,1.4736,112.6,0.68,5220,4.622,0.642,14.823,23.5,1993,0
6.422943288,1.0815,261.4,1.66,6102,4.447,1.016,12.335,30.6,1034,2
6.90522317,3.533,420.3,4.54,6596,4.135,1.721,13.502,34.4,1343,0
1.5259105,3.114,83.9,2.63,6640,3.884,2.099,12.203,14.3,2545,0
4.27121961,2.9283,966.7,2.17,4702,4.602,0.67,15.938,38,802,0
1.306984786,1.194,302.1,18.33,6102,4.457,1.026,14.024,38.4,1754,2
0.769358923,1.5364,44.8,1.93,5267,3.655,2.935,12.055,19.8,2928,0
0.755109106,2.967,106,0.85,5452,4.572,0.815,13.974,34,1733,0
25.3239215,70.405,1379.7,19.02,5128,4.6,0.668,14.856,214.5,484,0
4.61225043,2.695,29.1,0.51,5495,4.442,0.961,11.83,13.7,1032,1
7.99022379,3.273,165.9,1.97,5689,4.065,1.542,14.59,17.6,1113,1
4.1749166,4.828,40.7,0.61,5910,4.505,0.94,13.391,11.8,1116,0
0.56678694,1.959,61.2,0.63,5341,4.496,0.808,15.817,8.3,1920,0
0.73094701,4.223,227.7,15.83,5767,4.559,0.837,15.312,31.2,1870,0
0.686994057,3.5252,2797.1,35.3,5780,4.438,1,9.16,136.6,2063,0
1.324247867,1.4759,83.3,1.3,6557,4.251,1.406,13.869,26.5,2140,0
0.780632043,1.4109,736.5,79.67,5354,3.754,2.18,13.331,141,2714,0
0.730947169,4.396,248,14.43,5514,4.569,0.826,15.01,49.1,1777,0
41.16676097,2.2133,5386.3,17.82,5193,4.503,0.805,13.418,185.2,446,0
1.083736642,1.57912,8930.8,237.84,5591,3.227,5.618,12.923,954.2,3641,0
2.45570369,3.1,273.8,55.95,5148,3.624,2.314,13.39,23.5,1891,0
0.64234875,1.3699,103.7,2.78,7089,3.842,2.584,12.305,61.3,3813,0
5.204286663,6.2598,35221,16,5332,4.471,0.86,15.424,153,934,0
6.352090869,3.88771,75142,18.9,5089,4.58,0.693,14.933,1343.2,772,0
1.877350712,1.7478,185.6,1.46,6382,4.432,1.059,14.688,23.1,1650,0
2.11552348,6.712,359.2,21.43,5900,4.509,0.951,15.897,28.9,1398,0
2.84573962,7.28,211.7,3.63,5557,3.792,2.372,13.591,83.9,1829,0
7.01476115,3.945,122.1,1.02,5912,4.501,0.87,13.601,27.5,928,0
0.941603153,1.1886,462.1,2.29,5237,4.481,0.837,14.834,46.2,1608,0
24.40213373,12.57,,,,,,13.424,,,0
1.13357304,2.849,33.1,0.59,6147,4.449,0.954,14.207,12,1836,0
0.643468999,1.1108,108,0.88,5670,4.452,0.843,14.658,19.6,2001,0
112.645961,7.037,1957.9,35.36,5895,4.489,0.991,15.701,23.3,377,0
0.526887517,0.8971,119.9,0.58,3945,4.721,0.519,14.694,20.6,1238,0
4.14244748,2.203,69.9,1.82,6785,3.83,2.124,11.056,12.3,1907,0
0.777663575,1.1741,134.3,0.95,5769,4.57,0.812,14.397,28.1,1816,0
0.552834211,1.2887,145.7,18.09,5132,3.675,2.648,13.931,30,3107,0
0.758354475,4.56811,581780,149.44,7131,4.084,1.83,16.975,1560.5,3123,0
76.5369531,5.574,652.2,3.73,5596,4.105,1.466,15.28,17.7,503,1
3.43525124,4.509,152.2,25.43,5854,4.014,1.742,14.603,6.3,1579,0
0.962828092,4.411,63,40.82,6552,3.594,3.44,13.306,22.7,3553,0
3.11141514,3.074,28.4,0.7,6450,4.297,1.273,13.396,8.3,1530,2
1.878156188,2.058,787.5,2.51,5075,4.598,0.67,15.75,38.4,1141,0
7.81153999,5.984,912.8,23.56,5150,4.628,0.71,15.611,41.3,718,0
0.993488979,1.9694,24327,17.9,5811,4.328,0.998,14.701,145.8,1914,0
1.334104585,3.14624,61691,44.9,6319,4.373,1.083,15.387,1334.6,1880,0
2.115498574,6.738,444.2,25.84,5917,4.475,1,15.147,45.4,1432,0
3.40076682,4.7,21.1,0.69,6134,4.142,1.496,12.06,7.4,1540,0
6.49676881,2.527,135,3.74,6418,3.658,3.049,12.396,10.6,1761,0
2.057499811,2.569,325.6,1.27,4620,4.564,0.736,15.504,23.6,1037,0
10.5856758,4.911,178.7,1.49,6246,4.433,1.092,13.748,8.1,912,0
2.69633621,5.238,238.6,15.78,6106,4.496,0.923,15.319,26.5,1334,0
11.2580745,23.516,713.3,2.14,4257,4.691,0.586,15.83,55.4,497,0
0.566795586,4.124,39.4,0.66,6108,4.471,0.997,14.549,19.6,2296,0
1.099291188,1.765,282.6,1.37,4878,4.5,0.843,15.496,19.8,1414,0
0.47462889,1.0194,331.3,1.43,4904,4.527,0.786,15.692,31.2,1840,0
103.4269873,5.03,950.1,3.16,6208,4.454,1.024,15.549,17.8,416,1
0.352515897,1.0525,168.2,1,5465,4.598,0.766,14.867,38,2194,2
0.299697755,0.8473,346.9,2.03,5180,4.547,0.782,14.828,53.6,2246,0
0.339069751,1.1516,53.2,2.09,5653,3.846,2.183,12.771,38.2,3653,2
0.56681727,1.779,35.9,0.42,5481,4.629,0.708,14.916,9.1,1832,0
1.081935491,5.136,202.9,0.99,4938,4.569,0.718,15.254,33.9,1364,0
0.524175803,0.7648,236.8,1.27,5278,4.576,0.815,15.04,22.4,1891,1
1.89129881,5.294,82,0.86,5806,4.507,0.893,13.911,29.8,1414,0
4.94330596,2.9334,126.2,1.41,5661,4.415,1.008,12.697,27.7,1058,1
178.139072,9.654,678.8,2.25,5431,4.496,0.879,14.56,20.3,291,1
0.619023176,1.496,77.9,0.79,5395,4.536,0.891,15.775,8.9,1885,2
120.003364,3.3803,39596,15.08,4315,4.627,0.668,15.635,131.1,240,2
4.067371428,5.8962,63447,68.81,5385,4.532,0.75,15.858,1094.6,978,0
1.540395781,1.6305,173.4,0.94,4955,4.592,0.735,12.057,46.6,1211,0
32.9045733,4.402,662.3,28.34,5780,4.438,1,13.96,19.7,568,0
2.46353343,2.954,830,21.49,5541,4.587,0.777,14.914,6.8,1171,0
22.91339043,3.94,5407,24.11,5451,4.663,0.6,15.469,86.9,510,0
1.541350116,3.29,378,1.5,5150,4.59,0.784,15.316,51.7,1273,0
1.205412526,1.537,109.2,12.6,6292,4.32,1.122,13.064,17.2,1988,0
1.710316235,3.614,409.4,23.38,6147,4.435,1.096,15.961,31.2,1647,0
23.9210408,5.174,158.3,3.01,7121,4.031,1.972,12.768,21.9,1020,1
9.03326435,2.857,610.7,1.96,5311,4.588,0.788,15.901,18.3,729,1
356.535835,5.467,3113,28.27,5385,4.532,0.75,15.481,25.7,220,0
3.490785878,1.4513,336.8,1.32,5496,4.618,0.725,14.678,32.7,1010,1
1.92149487,1.891,1006,79.14,6831,3.959,2.247,12.659,11.6,2382,0
1.093665854,1.4399,218.4,1.29,5845,4.541,0.874,14.815,33.5,1681,1
141.608555,7.685,1263.1,2.98,5083,4.512,0.844,13.336,43.3,290,2
3.6092231,2.8,52.4,0.68,6032,4.508,0.929,13.534,4.4,1192,2
12.4247333,16.828,40.5,1.47,6632,3.86,2.193,12.876,19.3,1284,0
11.4927112,7.764,291.5,25.01,6198,4.464,1.005,15.472,18.7,858,2
70.7511986,6.198,858.1,27.74,5771,4.4,0.936,15.187,24.1,441,0
116.583183,5.8,819,2.91,5738,4.426,0.981,15.104,8.7,371,1
175.13892,10.767,634.5,3.06,5497,4.243,1.241,15.245,17.9,346,1
1.302061421,1.8238,1046.1,92.86,7757,3.837,2.783,13.095,29.5,3345,0
55.25178622,6.094,39874,27.32,5793,4.561,0.832,15.807,585,444,0
5.548250634,6.06772,42873,21.49,6124,4.455,1.028,15.752,1170.5,1088,0
4.442520831,2.4779,531.5,3.98,6496,4.272,1.33,11.668,100.3,1392,0
1.339670241,1.895,28.6,1.27,8867,3.988,2.245,10.455,21.7,3448,0
2.685223546,4.0632,5494.6,28.98,5552,4.62,0.719,15.828,238.7,1111,0
1.99042642,3.083,133.8,1.17,6198,4.464,1.005,14.349,25.3,1539,0
67.230028,25.01,379.1,2.44,6157,4.418,1.016,14.548,39.5,482,0
0.805259637,0.9779,341.8,1.93,6257,4.454,1.022,14.633,50.2,2115,0
75.3787816,5.268,387.7,1.6,5061,4.488,0.841,12.218,30.1,360,0
2.464160779,2.427,116.7,36.93,5238,3.84,1.883,13.145,27.3,1709,0
0.566781152,3.995,133.4,0.54,3725,4.787,0.46,15.742,24.9,1090,0
13.0267964,0.785,356.6,2.08,5083,4.512,0.844,13.336,11.4,643,1
4.93129874,1.8626,676.1,21.42,5457,4.508,0.779,15.535,31.7,944,0
5.59187448,1.6782,236.4,104.18,3915,1.173,58.325,13.627,31.9,4793,0
1.88665445,1.343,2098,43.81,6296,4.247,1.249,15.21,15.8,1794,0
14.53682228,3.195,1032.3,73.15,4946,2.819,5.855,12.93,40.8,1596,0
172.820248,7.343,549.3,2.22,6174,4.499,0.939,14.321,10.6,338,2
1.72853003,3.819,99.1,2.43,6701,3.882,2.237,13.597,24,2492,0
2.19068738,4.41,66.3,1.68,6208,3.973,1.975,12.521,44.1,2017,0
372.16478,11.288,2074,5.68,6194,4.415,1.129,15.823,23.5,279,0
0.947730124,1.1171,152.5,2.82,9464,4.116,2.184,9.072,18,3914,0
234.240739,12.925,464.1,3.41,5814,4.269,1.248,13.685,27.7,329,1
341.01495,5.12,386,1.72,5327,4.456,0.896,14.122,6.9,234,0
6.14631207,3.803,891.1,4.79,6726,4.335,1.31,15.05,20.3,1260,0
27.36432337,3.545,2282.5,39.49,6167,4.428,1.107,15.244,42.3,659,0
10.26231992,3.568,813.9,1.98,4316,4.709,0.54,13.259,17.3,509,0
1.519529227,5.1675,8372.5,11.12,6033,4.46,1.046,15.551,155.1,1653,0
6.487525901,2.4536,20209,21.23,4481,4.763,0.485,15.693,74.3,593,0
0.56676437,2.326,76.5,0.92,6039,4.478,1.005,15.77,11.7,2267,0
2.35197616,5.304,268,21.19,6147,4.463,1.003,15.347,31.7,1444,0
0.861643331,2.4318,232.5,1.88,5506,4.596,0.688,14.614,41.7,1613,0
12.1097626,10.174,113.9,1.09,5437,4.547,0.739,13.007,28.2,681,0
63.909601,11.85,143,0.76,5227,4.668,0.643,14.746,6.1,351,0
19.7352868,5.097,319.4,49.24,6329,4.44,1.045,14.689,17.1,743,0
0.566799125,3.072,30.7,0.56,6063,4.451,1.004,13.568,22.5,2299,0
20.1890396,6.251,112.1,1.39,6178,4.269,1.267,13.573,15,794,2
1.061935973,3.3177,337.9,24.17,6274,4.434,1.062,14.126,101.2,1961,0
1.485898163,2.446,224.6,14.96,5088,4.559,0.727,14.151,32.8,1272,0
38.5763483,19.861,282.1,2.05,6167,4.333,1.221,12.626,76.3,619,1
1.845610523,2.337,374.1,77.83,5974,3.639,2.978,13.809,33.3,2502,0
7.3812344,2.802,104.5,1,6072,4.51,0.923,15.051,8.6,944,2
133.303247,7.342,1017.5,2.67,5064,4.474,0.864,15.307,20.6,301,1
125.4132302,2.3241,1345,3.14,4641,4.557,0.747,14.073,22.6,266,1
21.5702917,40.4,148.7,29.53,6070,3.983,1.628,13.86,41,888,0
0.868723418,1.4617,197.1,1.87,5761,4.331,1.046,14.774,23.8,1998,0
25.30893566,5.7704,153.7,1.77,5949,4.272,1.292,11.472,54.2,710,1
27.25471993,0.73,,,,,,11.679,,,0
34.10787519,4.1,,,,,,13.109,,,0
16.61474421,2.77,,,,,,15.245,,,0
1.412526202,5.49,150.3,36.77,8468,4.114,1.91,11.521,70.6,3001,0
2.759573341,6.999,382,6.42,5640,4.52,0.863,14.618,64.4,1198,0
3.79188234,2.15,417,1.95,6171,4.495,0.91,14.394,6.6,1201,0
14.38724729,1.9078,1914.1,29.24,5830,4.479,0.859,15.264,43.5,725,0
58.4302648,7.18,1849.5,3.45,4338,4.643,0.609,14.782,34.1,300,0
0.566717263,2.6079,18.5,0.43,5544,4.438,0.957,13.724,11.1,2096,0
13.37935853,8.809,353.5,6.65,6739,3.712,2.702,12.301,36.2,1395,0
13.26255423,4.65,916.4,3.55,5973,4.506,0.935,15.38,31.4,766,0
20.5696575,4.263,401.5,28.96,6098,4.562,0.838,14.659,22.2,650,0
4.52342256,2.531,219,1.7,6211,4.437,1.058,15.146,15.9,1195,0
22.32423657,3.669,1299.3,4.56,5648,4.489,0.912,15.612,29.9,611,0
0.723947772,2.125,242.7,52.16,5160,3.424,2.897,13.578,17.7,3192,0
308.544422,18.503,586.8,3.28,6325,4.274,1.349,13.215,56.8,330,1
0.905679492,2.1164,2299,35.74,5780,4.438,1,13.38,59.3,1882,0
22.735911,42.435,2311,5.07,5780,4.438,1,13.38,69.4,643,0
0.909310626,3.4411,12127,48.79,6370,4.41,1.106,14.971,454,2130,0
0.648774274,2.643,231,1.08,5026,4.557,0.729,15.399,26.1,1659,0
32.63286247,3.08,,,,,,14.949,,,0
173.9285134,2.64,,,,,,10.087,,,2
25.64384513,5.05,,,,,,15.832,,,0
25.58546721,2.28,,,,,,15.161,,,0
17.47702,54.52,138.3,0.93,6116,4.579,0.782,14.547,2.9,676,0
16.88954693,3.41,,,,,,14.736,,,0
26.77891391,3.12,,,,,,14.005,,,0
13.33386985,6.51,,,,,,9.563,,,0
94.10628163,17.21,,,,,,14.748,,,0
14.71266408,4.21,,,,,,15.557,,,0
0.696125302,2.0054,14966,28.44,5245,4.594,0.674,15.464,177.2,1645,0
302.3886782,3.1229,41320,40.73,5328,4.499,0.857,14.041,294.8,238,0
305.0762469,6.255,4042.8,7.82,5716,4.348,1.155,13.377,113.4,284,2
5.24372504,17.136,234.4,20.41,5772,4.452,0.867,14.579,51.6,1017,0
18.7952698,9.9816,28241,30.77,5623,3.925,1.841,13.941,3596.6,899,0
42.2625935,4.465,692.2,12.62,5432,3.55,3.581,13.754,40.7,855,0
3.549386251,2.4342,50664,24.15,5759,4.495,0.892,15.895,108.2,1142,0
29.92208104,2.7716,345.3,3.09,6127,4.055,1.637,13.377,37.6,782,1
0.566812588,3.596,17.1,0.71,6194,3.971,1.718,12.756,17.5,3089,0
9.94221873,2.453,486.5,19.64,5213,4.434,0.917,14.129,12.6,754,0
9.06557317,1.6208,243.4,1.46,6075,4.51,0.916,14.005,24.9,880,0
