period,duration,depth,planet_radius,stellar_temperature,stellar_gravity,stellar_radius,magnitude,snr,equilibrium_temp,disposition
3.55650403,6.862,132.3,0.56,3745,4.819,0.427,15.802,11.8,580,0
4.40660737,2.107,70.7,0.86,6063,4.47,1.001,14.689,8.1,1152,2
0.527673051,1.631,28.3,1.43,6762,3.738,2.637,13.699,13.5,4056,0
117.140785,3.401,337.1,15.87,5282,2.932,8.243,13.015,8.5,862,0
0.590281548,2.72,21.6,0.68,6124,4.196,1.315,12.174,20.6,2643,0
4.5647147,13.395,99.3,1.04,5953,4.433,0.99,14.095,18,1131,0
372.086704,3.686,2494,38.4,6289,4.411,1.093,15.279,18,283,0
363.448167,6.013,2124,37.03,6289,4.411,1.093,15.279,19.4,285,0
348.68162,10.959,309.3,2.09,6450,4.386,1.155,13.971,11.9,302,0
353.01861,15.583,375.1,2.25,6450,4.386,1.155,13.971,14.9,301,2
345.128277,15.925,324.4,1.94,6214,4.442,1.076,14.495,11.4,282,0
370.38642,23.94,186.2,2.12,6179,4.134,1.555,13.732,13.9,328,0
267.970682,11.48,357.7,1.7,6008,4.519,0.897,14.077,10.4,280,0
370.98253,17.84,552.3,119.96,6028,4.013,1.63,13.936,15.7,338,2
417.829033,15.05,500.8,2.19,6018,4.485,0.975,15.499,8.9,248,0
368.5224,36.29,1330.2,26.7,6063,4.473,0.941,15.564,22.7,260,0
371.4589776,10.0734,456.6,2.22,6388,4.427,1.033,14.28,10.8,283,0
338.00692,16.745,544.3,2.09,5741,4.502,0.898,15.023,15.3,249,2
34.9989085,1.764,427.1,1.65,4559,4.653,0.648,15.326,7.5,376,0
432.42787,19.63,110.3,1.14,6263,4.46,1.009,13.814,6,259,2
386.78734,15.51,743.7,2.34,5425,4.484,0.847,15.876,10.3,224,0
449.557346,17.227,1193.1,55.33,5323,2.51,15.075,13.81,28.4,721,0
1.001916708,1.256,70.9,0.62,5521,4.613,0.734,14.985,8.3,1545,2
2.21568076,1.515,43.6,0.57,5349,4.478,0.836,13.805,6.9,1236,0
0.862329309,1.044,140.9,1.09,5806,4.528,0.899,15.769,10.8,1825,2
3.850304552,1.5337,158,0.28,3274,5.044,0.224,15.61,5.3,407,0
432.96905,20.76,257.9,1.43,5580,4.538,0.886,14.942,8.1,219,2
372.15035,21.23,457.4,1.74,5769,4.57,0.812,15.138,12.3,232,2
1.07383154,4.846,31355,137.54,8059,3.789,2.859,14.902,137.3,3791,0
0.719741,2.628,32.2,0.57,6014,4.486,0.993,8.777,6.5,2074,0
405.35457,10.778,545.6,2.11,5650,4.487,0.906,15.328,10.2,232,2
1.47623061,2.032,39.1,0.71,6325,4.409,1.112,14.063,9.7,1802,0
0.520227316,1.7939,68633,50.41,5780,4.438,1,19.174,122.3,2264,0
36.3192885,2.601,400.2,25.43,5008,2.706,12.39,13.56,8.6,1410,0
1.901655058,4.6545,87321,89.89,6929,4.102,1.704,15.064,190.6,2192,0
9.4640413,6.999,209.9,1.28,5968,4.534,0.881,15.807,9.4,839,2
331.92622,10.84,809,2.25,5652,4.577,0.798,15.986,8.7,235,0
346.31688,21.92,1435,5.21,6060,4.408,1.068,15.386,17,278,0
365.61087,16.102,1116,4.42,6060,4.408,1.068,15.386,12.3,273,0
259.85736,24.04,307.7,1.33,5374,4.61,0.744,14.458,14.2,237,0
5.29731736,3.341,167.5,1.13,5815,4.54,0.877,15.654,8.7,989,0
447.97028,10.857,512.7,2,5911,4.53,0.887,15.152,9.2,230,0
374.80095,10.691,144.4,1.53,5804,4.214,1.234,12.283,11.4,286,0
389.875816,3.336,2134,3.76,5289,4.588,0.79,15.953,8.9,207,2
385.858683,12.071,548.4,3.23,6551,4.367,1.195,13.993,21.2,300,2
0.757261281,0.905,36.5,0.58,5651,4.479,0.953,14.024,10.2,1908,2
172.280975,12.24,313.8,1.6,5659,4.538,0.869,15.112,10.2,301,0
367.0896,28.02,2092.3,35.3,6268,4.429,1.1,15.267,27.7,281,2
66.67305,6.381,472.1,2.64,6592,4.369,1.19,14.634,9.6,542,2
244.547128,3.59,587,1.74,5094,4.612,0.736,15.492,6.4,228,0
1.27228771,2.099,82.9,0.63,5044,4.64,0.686,15.457,9.5,1275,0
1.886002102,1.021,47.4,0.65,5793,4.485,0.925,14.007,7.6,1433,0
386.35444,9.594,129.6,1.43,6165,4.319,1.177,12.458,10.9,287,0
371.21454,19.4,1780,28.21,5189,4.557,0.85,15.713,14.4,212,0
365.5435,14.78,753.1,3.04,6306,4.426,1.076,15.397,13.4,283,0
7.02932339,2.853,81.6,0.92,5977,4.473,1.022,14.27,8.7,974,0
19.229478,4.68,115.8,1.97,6654,4.113,1.712,14.429,8.1,970,0
38.35312,2.9,3090,5.57,5979,4.449,1.004,15.457,8.6,557,0
114.661733,2.784,281.8,1.38,5412,4.562,0.712,14.077,7.3,316,0
313.19875,8.603,721,1.95,5254,4.618,0.73,15.693,9.6,216,0
134.370692,8.73,432.6,1.95,5910,4.505,0.94,15.541,8.1,351,0
2.52123022,4.739,145.9,9.68,3932,4.745,0.52,15.521,8.9,726,0
47.4314857,4.511,172.8,8.83,5166,3.12,6.891,11.765,10.3,1029,0
6.0962602,10.4,30.4,0.62,6108,4.466,1.03,13.723,10,1048,0
472.6038,12.15,672,2.28,5764,4.548,0.863,15.975,7.7,218,0
371.51852,30.94,263,2.28,6227,4.377,1.089,13.731,17,284,0
323.66542,20.37,1178,1.58,3737,4.779,0.466,15.466,9.1,133,0
295.06066,16.18,72.2,0.64,5332,4.524,0.762,11.922,10.4,233,2
367.01607,15.48,738.6,2.46,5931,4.545,0.863,15.168,11.2,245,0
568.08251,13.608,508.3,2.14,5359,4.403,0.95,12.933,18.1,205,0
3.0447752,7.35,74.9,0.68,5390,4.591,0.78,15.964,8.6,1061,0
456.55308,4.435,116.2,1.48,5678,4.161,1.298,11.858,7.3,270,0
209.941369,2.97,477.3,14.36,5125,2.988,6.69,13.066,10.2,651,0
49.763624,2.749,412,2.43,6477,4.361,1.187,14.867,6.8,588,0
320.347208,7.159,262.8,1.58,6146,4.497,0.943,13.996,8.8,274,0
191.03728,3.595,1607,3.54,5440,4.497,0.901,16.652,7,286,2
358.74318,19.76,760.5,2.25,5482,4.566,0.826,14.806,15.9,224,0
0.660663034,2.81,134,1.32,6353,4.397,1.134,14.784,23.3,2385,0
14.3400358,5.7,1706,0.68,3358,5.149,0.174,18.013,8,248,0
0.505079006,1.36737,28078,86.41,5398,3.822,1.843,15.992,665.5,2997,0
7.19680984,1.683,50.5,1.2,6325,4.112,1.676,13.118,10,1275,0
1.33257715,5.158,27.1,0.44,5852,4.559,0.837,13.454,15.5,1553,0
1.33254428,3.122,162.2,0.93,5460,4.543,0.734,15.84,18.1,1427,0
424.623345,9.666,5132.1,8.13,6339,4.454,1.017,15.513,60.2,265,0
1.456383399,11.838,212.2,52.87,6184,3.665,2.646,13.401,94,2721,0
71.10684,6.933,128.4,1.42,6339,4.315,1.224,13.74,10.5,523,2
77.177672,2.312,318.6,1.29,4840,4.551,0.749,14.427,8,327,2
0.805941833,1.4432,3180.4,29.85,5022,4.597,0.672,14.169,55.4,1498,2
0.608074963,0.879,117.5,1.15,6309,4.441,1.044,15.326,10.8,2362,0
0.559643825,0.677,1812.6,27.21,5240,4.521,0.774,15.36,130.7,1860,0
0.502446098,1.803,11.4,0.43,6306,4.311,1.197,12.54,10.1,2705,0
8.2766028,4.834,73.1,2.48,6787,3.762,2.753,12.43,10,1623,2
256.45616,35.35,17283,9.44,4070,4.628,0.646,15.745,14.4,175,0
138.629025,4.93,,,,,,10.555,,,0
185.97534,8.744,54.5,2.76,7365,3.628,3.638,10.554,2.6,688,2
388.519605,10.613,151.2,2.3,6164,3.985,1.825,11.543,15.1,350,0
60.049737,20.17,16650,28.92,4538,4.607,0.663,16.675,17.5,320,0
5.8877038,4.009,39.7,0.6,6065,4.495,0.947,13.811,9.3,1026,2
237.26601,8.74,150.4,1.23,5786,4.402,1.007,11.594,8.6,299,0
0.93371211,4.76,126.2,0.75,4604,4.591,0.696,15.393,14.3,1318,0
461.13781,12.91,408.2,1.26,4988,4.663,0.636,15.69,7.4,173,0
0.93376089,3.027,27.3,0.57,6292,4.426,1.078,14.388,9.7,2064,0
367.761848,4.891,428,20.06,5348,2.897,9.888,10.736,9.8,623,0
378.65484,11.3,247.8,1.53,6000,4.463,0.97,14.872,6.8,258,0
384.356448,3.872,715.7,3.03,5903,4.445,0.994,14.391,13.2,255,0
1.75647084,2.538,69.5,0.69,5813,4.561,0.833,14.723,10.9,1405,0
1.98514635,1.625,233.4,1.28,5581,4.559,0.845,15.988,11,1299,2
1.33259003,3.962,11.9,0.69,8133,4.146,1.935,10.886,7.4,2909,0
1.33254024,3.16,35.8,0.59,6071,4.511,0.887,14.282,12.1,1658,0
1.33199285,4.33,,,,,,15.024,,,2
1.33255492,3.63,66.6,0.92,6310,4.417,1.095,15.27,10.1,1850,0
1.33259095,4.947,105.5,1.14,6184,4.448,1.038,15.98,13.6,1776,0
5.82561701,3.246,142.8,1.21,5999,4.459,0.967,15.449,9.2,1037,2
234.524445,3.9,876,2.33,4987,4.613,0.727,15.8,6.8,226,0
317.74527,17.54,206.6,2.1,6050,4.08,1.333,13.385,13.6,336,0
419.2615,21.53,287.8,1.7,5979,4.379,0.975,14.547,10.1,256,2
18.384953,5.92,92.9,1.36,6335,4.214,1.401,11.871,6,872,0
1.085965104,10.716,10579,29.66,15896,4.152,2.404,15.799,675.9,6297,0
308.185801,3.689,708.7,2.12,5380,4.581,0.813,14.664,9.5,230,0
141.400279,3.031,790.1,41.55,4936,2.609,14.907,12.783,12.9,945,2
398.71694,21.6,893.9,21.25,5303,4.594,0.771,14.966,13.7,205,0
241.8591,12.77,659,2.81,5790,4.283,1.088,13.243,9.7,315,0
353.04037,14.102,239.6,1.04,5061,4.635,0.668,13.859,11.2,196,0
522.33888,13.53,423.7,5.65,5103,3.606,2.816,13.902,12,327,0
473.56314,5.087,327.4,5.39,7056,3.722,2.937,13.065,8.7,449,0
1.332565736,6.0828,2319.8,33.69,6014,4.494,0.958,15.625,301.7,1674,0
385.39743,21.69,132.3,1.59,5676,4.175,1.336,13.114,10.9,285,0
272.5428809,3.0246,807.2,2.35,5677,4.563,0.828,15.111,5.7,255,0
229.957537,7.59,400,43.78,6419,3.978,2.057,10.505,10.2,444,2
0.9439372,7.27446,279440,88.91,5959,4.126,1.365,13.726,6351.7,2273,0
7.2681817,4.985,46.7,1.66,6297,3.89,2.219,13.729,9.7,1444,2
1.075158342,1.295,30.2,20.09,4067,1.541,38.446,12.032,8,6988,0
1.33255801,4.74,48.7,0.62,5161,4.452,0.892,15.305,8.7,1443,0
1.33250451,4.143,27.4,0.62,6600,4.364,1.157,13.793,11.6,1993,0
376.37989,13.99,1140,3.26,6231,4.488,0.955,15.632,13.3,265,2
453.64875,18.34,523.4,2.18,6060,4.509,0.925,15.677,9,239,0
0.594274521,2.162,4691.5,8.7,6321,4.417,1.125,15.676,83.9,2436,0
239.179477,2.93,750.9,18.27,4915,3.063,6.877,13.265,12.1,583,0
405.65377,11.02,521,2.03,6102,4.528,0.887,15.24,7.7,246,0
73.992267,5.692,225.6,2.86,5271,3.878,1.895,13.791,7.9,546,0
361.901618,4.984,184.1,0.95,5053,4.603,0.717,12.673,8.5,198,0
508.04103,5.398,371.7,1.89,5672,4.503,0.965,13.942,9.9,217,0
309.933134,7.165,176.1,1.8,6299,4.325,1.262,13.147,8.3,319,0
266.977677,8.59,389.6,7.86,6619,3.595,3.41,13.357,16,549,0
367.947848,4.249,1301,3.72,5570,4.561,0.855,15.719,10.7,228,2
236.2577689,3.3549,168.4,2.69,6645,3.952,2.054,12.885,5.3,460,0
330.80879,21.669,274.8,2.13,6158,4.382,1.066,11.976,24.4,290,0
522.64613,17.77,648.1,0.8,3439,4.939,0.318,15.279,10.5,92,0
392.94247,11.055,120.3,1.6,6596,4.073,1.44,12.152,10,347,0
373.89398,27.66,730,2.51,5263,4.574,0.699,14.911,18.5,206,0
8.5898708,4.806,87.7,1.11,5638,4.296,1.088,14.478,8.4,929,0
0.527698548,3.2221,1579.2,29.35,5638,4.529,0.903,14.082,453.3,2088,0
1.73984941,3.114,48.5,0.72,6119,4.444,1.031,14.757,10.6,1608,2
0.681401611,0.865,103.6,1.07,6173,4.447,1.041,15.385,12.3,2218,0
333.486169,3.199,639.1,19.3,4989,2.992,7.824,10.998,14,557,2
4.85603482,3.078,76.7,1.05,6469,4.385,1.193,14.826,8.2,1266,0
2.1713484,2.0172196,656.8860989,5.8181633,10249,4.19,2.16986,9.604,76.17650294,3127.204052,0
1.9316462,3.166,1286,11.2154,7070,4.03,2.01,9.42344,201.8014066,4045,2
1.8675574,1.408,1500,23.7529,8924,,5.73,9.299501,156.971335,2037,0
2.74323,3.167,383.41,,5388.5,4.15,,9.3003,48.24723948,1631,0
3.5730141,3.37,755,11.3113,9219,4.14,2.15,9.1355,86.4320213,4260,0
4.5505945,2.654,3731,7.10841,5613,,1.09,9.1309,350.9256241,1257,0
2.5047918,4.3797563,2270.540219,8.6950898,6616,,1.53429,9.2386,354.1750139,1649.82207,0
6.9989206,3.953,2840,14.7752,6596,3.71,2.7,8.87759,230.5186789,1282,2
2.0483755,2.767,483,3.19621,6858.5,4.2,1.57,8.9362,68.27899717,,0
1.9600277,2.0065257,1707.627269,,8868.7,,,8.4331,205.5658027,1456.424653,2
1.4303699,1.6165994,18960.71229,13.1874503,5600,4.48851,0.890774,12.4069,817.5539155,1525.904809,1
0.6808702,2.4634563,1507.800689,5.9115908,9438,,1,8.45086,352.7850005,4382.026606,0
2.4704981,2.191,250,1.44656,5413.7,4.46,0.94,8.2388,28.92819175,1364,2
0.884182,1.621,1890,24.8132,8928,3.92,2.72,8.12718,310.6545268,5098,2
5.4255548,3.9637474,14939.63422,,8868.7,,,7.6095,1567.623261,1037.275305,0
1.4095184,0.9484999,2841.510326,,9307,,,7.678,284.3206683,1625.618022,0
1.3730466,2.5708515,1301.506534,42.1479417,4897,,6.7996101,10.7069,154.8265357,1912.331864,0
12.6889415,7.9201001,3232.852789,14.0608342,7601,4.31,1.53641,10.6257,227.3474093,1158.131037,0
1.10422,2.37,14177.7,21.0448,6995.2,4.07,1.61,10.6019,1910.158141,3926,0
4.95912,2.509,7440,22.9123,5889,3.86,2,10.6254,465.6847497,1419,0
5.2341008,3.7078139,20796.94163,24.2931408,7645,4.3,1.56203,10.6348,1575.604406,1574.838185,2
4.4119378,3.65,15062,15.4706,6280,4.32092,1.21,9.7109,1661.377973,1408,1
3.28892,3.793,10518.9,,8734.2,4.1,,10.7173,981.5456184,3661,0
1.90879,1.909,618.482,3.34688,6022.6,4.52,1.22,10.5551,58.36302507,1561,0
3.09574,4.475,380,3.4262,6084,4.13,1.41,8.72924,53.59062936,3230,0
1.3214483,3.435,2180,21.8839,5050.8,3.56,2.99,9.697,425.8911442,3827,0
18.0157,2.524,610,21.644,4709,,7.61,10.0814,22.00180229,463,0
9.6837921,2.4006056,4238.239901,,8598.7,,,5.5324,218.8893787,1914.698926,2
14.2628757,6.9350494,913.2067174,2.4765813,5690,4.58,0.853898,9.9138,56.68362606,980.3628831,0
3.2834565,1.537,1558,2.87648,4272,4.6,0.68,10.2103,116.8834785,992,2
11.02875,2.715,1694,2.76586,4272,4.6,0.68,10.2103,84.45338634,548,2
5.0113292,1.024,1210,2.52314,4272,4.6,0.68,10.2103,58.57659167,567,2
1.01606,2.843,240,1.20704,4634,4.64,0.68,7.9059,48.63513134,2023,0
36.22214,5.107,7170,,,,,6.841,381.9142227,,0
3.547854,3.494333,10424.3718,14.581841,6351,4.22896,1.4,11.5232,602.5662528,1504.858953,1
12.1246519,4.612,7279,17.6729,4807.6,4.17,1.07,9.5706,521.0688531,1057,0
5.652623,3.434,1250,8.94354,6415.4,3.98,1.92,9.7318,109.1952889,2011,0
5.6643704,3.8087395,3491.823297,14.7738943,10395,4.13,2.3383701,9.7611,321.2451919,2385.853649,2
29.0160175,5.345,1389,6.77406,6113.1,,2.01,10.0163,75.12419788,,0
3.6404389,2.5339234,476.3077321,3.7025342,9810,4.43,1.60776,9.8174,47.2821417,2783.098027,0
6.0744477,2.4954821,5982.521241,30.9493217,5964,3.7,2.4303801,10.1126,422.9949884,1583.93989,2
3.7795212,2.952,2761,5.98375,5771,4.31,1.18,10.2855,259.3805165,1294,2
1.2025238,1.991,390,6.31106,9158,4.32,1.74,9.0211,60.83805552,5952,0
3.2235985,2.159,680,5.51341,8904,4.09,2.17,8.7157,66.61069651,,0
4.420125,3.956,2466,,,,,8.5483,283.1787017,,2
4.0872956,5.586113,3572.17125,13.6237732,6036,3.93359,2.2186699,9.8638,487.4459898,1755.076738,1
2.55555,1.566,340,11.5901,10037,,6.04,8.3854,31.71308878,2145,0
8.30792,3.228,8350,43.1068,9081,3.83,3.05,8.0981,612.4598354,1924,0
0.758082,1.8184632,583.93181,10.1273702,9917,3.75,3.5086601,9.718,111.3600431,5499.747633,2
1.4415577,2.349,507,3.61078,6902,4.25,1.52,9.5719,79.8343908,3174,0
1.0085089,1.642,3051,,5215.2,,,10.0031,478.1392694,,2
3.7039994,4.277,7590,17.57,7013.8,4.21,1.9,9.6306,978.8680838,2149,0
1.3042553,1.706,914,9.36472,6762,4.11,1.75,10.0119,128.241652,3569,0
0.62627,0.666,1880,5.72162,5622,4.5,0.93,10.2355,212.7614488,2101,0
0.30412,0.748,1330,10.417,11892,4.14,2.52,8.802,257.2097588,6413,0
2.1805277,2.969175,16340.13532,16.808853,6599,4.21017,1.2714601,11.0657,1407.303983,1654.404068,1
2.1846669,2.86528,11708.02285,13.7028527,5630,4.37759,1.23824,9.4995,1618.160017,1549.44098,1
3.7354838,4.142,17030,21.2315,6650,4.1639,1.57,11.0261,1347.449392,1670,1
21.701669,8.2676424,211.6567325,2.3751494,5625,4.438,1.56486,7.1278,14.34454168,685.2,0
9.139804,3.0912936,358.4157801,3.0629855,5958.2,4.34,1.58,9.0197,21.00564371,1006.993283,1
5.742625,2.860293,1105.760867,13.088532,5664,3.26574,3.86959,8.8849,88.15769387,,0
15.5077855,4.565,513,2.43432,6122,4.30881,1.17,8.4362,25.83458583,853,1
17.4713078,4.4284819,1199.754148,3.5766828,5783.54,4.49925,0.974669,8.0888,59.50910855,689.3568807,1
5.3079507,3.2158594,391.3830934,3.0486928,6124.3,4.38,1.36963,9.6663,36.99127814,1263.986113,2
51.1701501,6.6641048,851.4547808,2.9366826,5599,4.46138,0.943356,9.4091,51.80793055,466.7322968,2
11.1296441,7.0473822,951.6169809,12.8402271,5785,4.344,3.4475601,9.3781,84.20828858,1518.237249,2
9.4496506,2.021,19750,17.0216,5509,4.39758,0.94,9.7825,935.8990404,694,2
2.8493825,3.567,8049,16.3869,6900,4.438,1.77,10.3157,929.4766504,1864,1
2.0685633,0.373,502,3.89739,5687.9,4.6,1.14,9.6652,30.16644567,619,2
0.540933,1.674337,257.347459,2.28501,5525,4.25342,1.21935,9.7345,55.49962789,,0
4.1150576,1.08,487,2.30057,5394,4.50942,0.89,9.478,29.22,826,1
10.0665238,2.4023189,839.9044871,2.7272824,5552,4.61783,0.791742,9.0689,43.39342958,694.1792631,2
6.4438657,1.9309449,1121.951228,2.460344,4803,4.52079,0.737189,10.0059,73.29471526,712.2812841,1
12.2265595,2.1904379,1206.369329,2.6014766,4803,4.52079,0.737189,10.0059,59.35325005,575.3502049,1
2.160344,1.828854,19357.99299,22.503541,5780,4.32928,1.2,13.2851,470.8517805,,1
4.606184,3.121643,13793.03487,12.962219,5670,4.3925,1.07,11.9707,518.2749292,,1
3.1316735,2.4579197,14915.69437,9.4995191,4351,4.438,0.76701,13.1686,362.3398181,890.5622134,1
3.180362,2.111521,21192.46332,13.446487,5498,4.47934,0.92,13.2887,451.489738,,1
2.9776446,2.962,13022,14.4339,5703,4.25824,1.22,10.4293,1300.454675,1461,1
3.9502008,4.444,13914,20.5357,6153,4.18077,1.71,9.6433,1693.473468,1570,1
2.9776152,3.25697,43218.11168,26.88423,5740,4.29219,1.28,15.7114,397.4455774,1386.5,0
3.5544026,2.0550535,10164.87534,13.200677,5639,4.37172,1.11499,11.5803,438.9008184,1214.987644,1
12.8379689,9.8464123,10539.01928,25.4886382,5765,4.34773,2.4494,11.7106,501.4157285,1225,0
3.9228016,1.8736007,31510.90049,13.3368705,4444,4.438,0.6983,13.6699,459.4716361,788.0973496,1
13.9428705,3.7522756,1015.395543,2.4233421,5206,4.63095,0.741671,10.6339,34.62313307,587.1759148,2
0.6047392,1.0403847,1027.683348,1.8625587,4046,4.60963,0.580337,11.1186,99.01621074,1222.59731,1
2.5495611,2.6173308,14921.40219,12.9171288,5659,4.44653,1.03997,11.2474,1013.030898,1337.864515,1
1.6062693,1.9561305,16725.30193,12.6436029,5192,4.4617,0.984326,13.461,461.8076118,1374.801814,2
0.5182425,0.8565249,831.8920424,1.3485121,3325,4.88693,0.390989,10.1165,124.0230438,1019.329598,1
3.1644075,2.0576293,5603.463547,14.8814743,6519,4.22068,1.7234,13.1284,126.8728979,1747.949001,2
3.0440541,2.5984575,22236.01654,12.1086799,5523,4.52192,0.809868,13.163,590.6086449,1075.318454,1
3.9652485,1.0112593,3680.754444,1.2305102,3296,4.96636,0.199988,12.7067,61.44230249,386.6684768,2
2.98278,3.109528,6136.231662,11.467011,6027,4.29978,1.23975,11.5247,379.1350934,,2
16.3469053,3.5865698,2212.425725,3.5059571,4310,4.57345,0.649613,11.8835,41.48318475,441.7489067,2
12.9802953,2.5034417,2407.260867,2.4241912,3614,4.81257,0.491323,12.0936,48.41173443,376.2093904,2
1.3484961,2.4074261,18463.76367,15.8824638,6346,4.38484,1.14759,12.2851,1054.278768,1839.671304,1
3.2541181,4.341,13620,14.9476,6102,4.28649,1.28,11.6577,881.740403,,2
3.7178828,5.5277827,4864.840513,14.6986197,5818,4.33787,2.0840001,12.2303,255.3858646,1689.411619,2
9.30992,3.464,2220,14.2968,6907,3.63,3.09,9.4142,137.7274991,1067,0
1.15395,2.236,1550,5.48364,6093,4.2,1.4,10.4613,211.8533146,2148,0
4.73703,3.902,2410,25.7144,11600,4.13,2.48,10.3918,209.4833087,4243,0
2.76676,2.6872178,14947.43878,12.2867389,5346,4.48823,0.984866,13.2366,390.2862214,1209.574123,1
2.19296,4.586,4933.74,22.7769,7009.8,3.6,2.95,10.0196,854.9242869,3722,0
1.725841,3.674,2710,15.0024,7348,3.9,2.39,9.3529,474.1854718,4175,2
1.1923,3.119,3730,30.666,6534,3.95,2.04,9.0039,728.2686364,3958,0
11.47606,6.083,3050,,,,,10.0067,249.9755271,,0
0.5971314,0.468,910,9.08382,7710,3.98,2.28,9.9806,101.741093,1760,2
1.4821386,2.1867078,2102.65683,13.7339261,7066,3.78,2.6647301,10.4291,255.1783208,2962.241804,2
0.9209526,1.8602735,360.8801529,5.7349089,6553,3.65,2.8908899,10.11,59.39011199,3430.762244,0
9.188506,2.492,460,2.16591,5876,4.48,0.98,8.7215,24.20530704,786,1
13.9028391,2.1264429,647.2701039,2.6136848,5876,4.48,0.983215,8.7215,22.24724095,756.6987586,1
10.1826983,2.8275109,667.4752458,3.0538057,6153,4.34814,1.14582,8.7581,37.4124417,957.1991659,1
6.441006,1.812,914,2.56374,4867,4.438,0.8,7.3661,57.99880367,853,1
3.1743504,2.751086,15457.32476,14.9172256,5943,4.42524,1.15706,11.6714,791.6170799,1320.651823,1
20.0731588,3.8449215,1152.964546,4.0506906,6033,4.37,1.14849,10.5135,42.06524658,736.1368293,0
2.66903,1.548,3110,9.36823,5803.5,4.07,1.56,10.5891,219.8819676,1268,0
6.63371,2.122,1555.34,2.75375,4138.1,4.54,0.63,10.5652,82.32879789,610,0
2.94308,4.073,4490,45.3525,4437,,3.13,10.5598,495.140611,1976,2
341.2811281,6.303026,972.5797241,4.7531892,6058.6,4.2,1.39203,7.5622,57.55240917,846.173434,0
10.8680523,2.375,1553,2.90726,4664,4.55,0.76,10.2809,70.09741586,594,2
11.1149,2.26,900,14.7645,5042,,4.94,10.0717,43.63504963,603,2
4.0782392,4.8475616,6046.695969,13.898174,6501,4.08,1.74836,10.0068,766.2300383,1617.82673,1
7.14386,1.467,11146.4,22.1531,7860,4.15,1.91,9.941,551.1553861,,0
7.04083,2.979,1580,8.46404,5317,4.49,0.91,9.7906,111.3311547,1505,0
2.1061569,1.4688934,12142.22385,13.086872,5380,4.4337,0.940697,13.183,288.7545249,1308.041753,1
2.4545635,2.321,4248,11.1276,6610,4.15,1.64,9.6789,505.9203729,1899,0
11.4756978,0.808,8341,14.1098,7262,4,2.13,9.3871,249.9208831,512,0
2.78186,2.456,490,4.92567,6819,3.92,2.21,9.5162,54.29942909,1680,0
6.4410082,1.798,7076,4.59203,3469,4.71,0.53,9.66865,447.2768401,471,0
2.4887726,2.632,4852,,8048,4.438,,8.1129,615.352295,1344.953181,2
4.45199,2.109,8483.38,15.8858,6708.3,4.2,1.57,10.526,558.2729474,1571,2
5.0100708,2.0644756,409.4812214,2.3107394,5551,4.46214,0.906282,9.5268,31.0089897,971.6657708,2
2.2281625,2.015,630,2.56778,5731,4.43,1.02,10.4055,60.58044305,1434,2
4.13812,3.911,5560,,4898.4,,,10.5084,502.3172266,1386,0
10.95663,3.588,3830,23.9726,6456,3.92,2.07,10.5024,191.8773609,1389,2
2.4997996,2.865171,14621.20596,13.8516093,5650,4.28867,1.13732,11.6035,881.499795,1399.989438,1
1.66226,3.321,6030,13.3343,7301,4.23,1.64,10.4063,859.241983,2561,0
4.07611,2.062,1454.18,,,,,11.0605,73.97787811,,0
3.6245513,3.042,1299,4.3503,6317,,1.38,10.2934,123.4302258,,0
1.20928,1.886,11883.8,15.1764,5159.8,4.23,1.27,10.2398,1615.62761,,2
3.5187707,2.408,5634,14.0061,6690,4.24,1.49,7.2235,545.2025161,1863,2
0.7724825,1.3744974,211.3168519,4.1624907,8271,3.95,2.5027299,8.0465,34.54648478,3996.287792,2
1.6268695,3.231,1502,2.36498,5034,4.64,0.73,10.3579,215.8649593,1850,0
2.32439,4.453,2704.18,,8268.5,3.93,,7.3163,446.0895339,4502,0
13.5499,1.795,1180,6.24633,6209,4.09,1.63,9.7298,52.69785996,660,0
4.43651,3.365,1520,19.9664,7101.9,3.91,2.32,8.7823,160.981324,2653,0
3.372877,2.63426,17163.60419,14.201803,6050,4.45061,1.02,12.1893,677.6205221,1270.187448,1
8.34998,1.836,16680,11.1424,4236,4.52,0.74,10.1429,863.926428,588,1
4.0686405,1.8373729,2650.095001,3.7548333,4236,4.52,0.741921,10.1429,194.1866943,772.378302,1
0.5860366,0.8098934,410.5241553,4.906408,5579,3.67,2.39803,9.2872,59.06025386,3263.672181,2
1.5502952,2.938,411,3.34528,7851,4.17,1.86,9.2293,68.46300001,2839,0
1.80709,3.297,450,4.86242,6244,3.84,2.2,9.11458,74.59013004,2569,0
18.6922101,7.765,11126,18.1458,6277,4.09,1.65,9.03609,730.7579236,1141,0
8.0277326,4.284,5705,9.06883,5962.7,4.38,1.15,9.02855,482.0640606,1106,1
12.5187279,5.38,2320,5.58857,5729,4.47,0.98,8.9361,179.3733289,1393,1
6.2586065,3.201,813,2.51593,5729,4.47,0.98,8.9361,68.56889105,1087,1
26.3208756,4.414,800,2.71349,5729,4.47,0.98,8.9361,39.61593394,631,1
18.795547,4.3425576,470.6731965,2.1597669,5729,4.47,0.977727,8.9361,23.11830603,672.9826313,1
1.3206356,1.6000996,1052.4256,34.7561624,4919.6,,6.3070302,9.00558,140.3277808,1982.71421,2
0.64971,2.076,620,6.23181,9994,4.02,2.59,8.90601,136.456352,4731,0
4.4780798,4.513,1054,11.3678,7947,4.2,1.83,8.86193,129.2744356,3715,2
