koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_model_snr,koi_teq
1,29.4557841,3.451,5.3380e+02,2.19,6036,4.491,0.949,14.385,26.6,598
1,12.46600444,5.0066,2.2321e+03,5.65,6038,4.284,1.191,14.247,304.6,897
1,2.361724472,1.2167,5.8700e+02,1.53,4478,4.615,0.651,15.658,34.6,922
1,34.7630543,4.309,2.9370e+02,1.75,5670,4.387,0.95,13.865,24,554
1,20.0545282,7.173,3.0540e+02,2.63,6056,4.332,1.209,14.881,26.9,755
1,3.17059731,1.6686,3.2540e+02,1.69,5431,4.563,0.843,15.353,20.1,1080
1,27.0142622,5.385,2.8760e+02,2,5949,4.303,1.184,13.86,25.5,677
1,12.50945798,3.479,1.5530e+02,1.54,5949,4.303,1.184,13.86,16,875
1,26.0203329,4.965,1.1644e+03,4.53,5624,4.218,1.244,15.889,23.7,675
1,0.769854899,1.0243,1.0960e+02,0.93,5173,4.55,0.822,13.829,28.7,1650
1,6.89226333,2.4921,2.1440e+02,2.13,5862,4.148,1.463,14.207,22.4,1156
1,8.07127043,2.393,3.1820e+02,1.53,5766,4.517,0.853,15.553,16.9,856
1,11.01819178,4.635,5.4570e+02,2.64,6075,4.486,0.969,15.832,22,840
1,30.9505927,5.394,3.0140e+02,1.51,4983,4.66,0.651,14.139,23.2,428
2,6.3143447,2.796,1.9140e+02,1.34,6075,4.486,0.969,15.832,6.4,1012
2,78.7327023,5.041,4.9580e+02,7.76,6715,3.754,2.763,13.003,19.1,761
0,3.979867514,2.3607,9.0760e+02,26.5,6032,4.485,0.973,14.782,65.2,1173
2,42.3375799,4.924,3.5480e+02,1.45,4132,4.682,0.581,14.275,18.1,311
1,23.3593589,5.389,5.7010e+02,2.98,6244,4.46,1.009,15.347,25.9,684
1,9.69310837,2.734,1.1307e+03,2.12,4818,4.639,0.618,15.914,30.4,609
0,24.2598301,3.897,1.5403e+03,25.42,5485,4.574,0.805,15.962,26.3,547
0,116.5214317,5.577,7.7150e+02,44.41,6056,4.179,1.411,13.806,25,457
1,0.813166357,1.4122,1.7350e+02,1.14,5237,4.5,0.887,14.113,34.8,1693
1,10.86062378,2.2874,1.8960e+02,2.09,6455,4.125,1.496,13.957,20.7,1108
1,24.08632177,2.236,1.0417e+03,2.78,4973,4.537,0.768,15.464,18,500
2,1.834277283,1.7499,2.8650e+02,1.64,5751,4.458,0.958,15.198,24.8,1459
0,17.40208965,3.745,6.1650e+02,16.37,4098,4.662,0.615,15.245,20.9,422
1,37.9456138,4.093,1.0329e+03,2.79,5861,4.546,0.865,15.939,24,515
0,1.141877248,4.33931,3.0949e+05,88.62,6158,4.152,1.368,13.418,2036.3,2184
0,5.77675928,6.789,3.5225e+03,32.77,5544,4.435,0.875,14.572,141.4,954
1,24.1738244,3.056,5.3260e+02,2.21,5468,4.427,0.968,15.056,21.5,595
1,5.186737262,0.8023,7.1270e+02,2.4,5230,4.594,0.777,14.988,25.7,860
2,1.151244686,1.272,2.6960e+02,40.32,6086,4.511,0.921,14.519,32.6,1756
1,1.217000383,1.3285,4.5980e+02,1.58,4859,4.545,0.757,15.975,26.5,1314
1,13.6823798,4.153,1.7960e+02,1.43,6102,4.457,1.026,14.5,17,802
2,2.42088277,2.812,2.2330e+02,2.27,5583,4.077,1.53,15.61,20.7,1616
1,8.79618433,3.3781,2.8630e+02,1.77,6142,4.456,1.046,15.159,27,938
1,16.85592593,2.309,8.7150e+02,1.7,3967,4.674,0.587,15.661,19.5,408
1,14.36270451,4.564,3.4940e+02,2.31,6643,4.357,1.216,14.612,26.8,918
1,69.8956789,5.276,5.4840e+02,3.04,5390,4.303,1.104,14.552,21.9,442
1,6.24667547,11.261,3.9680e+02,14.93,4604,2.936,6.221,12.495,63.6,1902
1,2.344512589,1.4116,5.8900e+01,0.97,5821,4.328,1.132,12.589,21.9,1471
1,5.766165573,3.8314,3.6480e+02,2.27,6038,4.284,1.191,14.247,65.6,1159
1,18.3027235,8.262,1.8670e+02,2.72,5528,3.892,1.839,14.31,24.7,902
1,2.888904439,1.6043,4.0220e+02,1.68,4895,4.589,0.759,15.195,23.7,976
1,17.14648756,4.2354,4.4030e+02,3.64,5559,4.127,1.412,14.941,28.3,811
1,16.09227518,2.1072,1.2850e+02,0.98,4657,4.641,0.67,12.485,18.1,503
2,38.103908,3.837,9.6110e+02,4.08,5250,4.522,0.771,15.469,20.3,456
1,62.7843981,4.81,3.2500e+02,2.28,6053,4.279,1.26,13.358,21.1,530
1,91.500873,4.842,7.0480e+02,1.82,5051,4.628,0.706,14.447,22.6,310
1,44.2993483,4.298,7.9790e+02,2.68,5316,4.459,0.915,15.115,23.2,463
1,3.13877646,1.6663,1.7410e+02,0.97,5242,4.556,0.722,14.364,20.2,1022
2,5.24242029,6.413,3.3490e+02,3.86,5383,3.824,1.829,15.83,20.1,1367
1,35.9682692,2.839,2.6970e+02,2.95,5883,4.149,1.529,13.848,21,674
1,25.3690868,4.746,1.1010e+02,1.67,6126,4.224,1.406,12.476,21.6,755
1,6.89213244,1.725,8.2000e+01,1.35,6164,4.227,1.446,12.618,17.3,1177
1,42.3006282,4.372,5.0790e+02,2.54,5852,4.353,1.129,14.766,23.8,558
0,0.838597429,1.68668,2.4821e+03,44.67,6366,4.352,1.236,14.784,303.7,2278
1,55.1866213,9.133,3.7550e+02,2.47,6178,4.269,1.267,13.573,36.2,568
0,1.728528176,3.682,1.9760e+02,5.07,6153,3.597,3.279,12.99,26.2,2720
1,14.97436238,2.4461,2.6540e+02,1.28,5311,4.532,0.8,13.747,24.9,631
1,3.97076603,1.814,3.4920e+02,1.6,5178,4.521,0.778,15.443,23.9,958
1,2.352273912,1.7389,3.1860e+02,1.29,4816,4.608,0.748,15.848,20.4,1019
0,22.0425953,61.2018,3.4800e+02,28.78,5974,4.216,1.26,12.999,90.4,760
1,23.34036251,2.054,6.1510e+02,2.21,5530,4.425,0.892,15.23,18.2,601
2,37.8034121,4.641,6.7810e+02,2.95,5329,4.572,0.819,15.191,20.2,460
1,15.03366411,3.272,3.7490e+02,1.7,5523,4.526,0.891,14.837,22.2,669
2,131.485184,5.294,5.5780e+02,3.03,5765,4.236,1.242,14.895,19.4,400
2,16.2908527,3.176,4.4100e+01,0.52,5425,4.549,0.797,11.671,14.5,622
1,106.247882,13.78,3.9740e+02,2.01,5679,4.435,0.972,14.552,24,377
1,8.508333104,3.4559,6.4650e+02,2.6,5767,4.396,1.03,14.176,93.4,909
1,12.94123564,4.636,3.2880e+02,1.7,6119,4.497,0.938,15.012,22.1,795
1,5.349791,4.279,8.8800e+01,1.29,6074,4.368,1.183,13.386,23.3,1156
2,147.281212,7.375,4.5280e+02,2.28,5708,4.365,1.054,14.685,17.3,353
1,5.26211833,3.244,1.9450e+02,1.95,5587,4.188,1.309,14.623,20.3,1166
1,12.1628195,2.3161,3.0630e+02,3.14,5587,4.188,1.309,14.623,15.2,882
1,23.5541012,7.3,9.5200e+01,2.33,9565,4.088,2.286,11.98,29.9,1381
1,41.6977582,5.513,6.8480e+02,2.26,5730,4.545,0.87,15.265,27.7,488
1,4.79029482,2.7219,1.4200e+02,1.01,5412,4.562,0.843,14.102,23.1,938
1,38.6715843,5.532,5.9930e+02,2.45,5432,4.42,0.913,14.94,25.2,502
1,8.32651854,5.483,2.6790e+02,1.8,6057,4.45,1,15.06,27.2,938
1,5.53533152,2.793,2.6060e+02,1.75,5588,4.331,1.1,14.514,27.5,1054
1,16.7261969,2.708,1.9490e+02,1.56,5588,4.331,1.1,14.514,11.6,729
1,21.58752788,4.4968,3.3680e+02,2.18,6038,4.284,1.191,14.247,34,747
1,3.757294695,0.9269,2.7330e+02,1.23,4901,4.618,0.716,14.099,23.4,877
1,3.2828024,3.2532,1.4250e+02,1.79,5640,4.087,1.515,14.686,24.4,1467
1,4.64495172,3.366,1.4740e+02,1.38,6047,4.343,1.129,14.338,19.8,1209
2,16.6671415,3.526,1.7500e+02,0.7,4729,4.726,0.525,13.831,17.9,469
1,16.48686712,1.431,9.8790e+02,27.45,6090,4.447,1.071,15.315,22.1,760
1,2.685054445,1.0473,2.5270e+02,1.46,5266,4.484,0.829,14.077,28.9,1137
1,16.8600805,5.557,2.7340e+02,1.71,6205,4.419,0.973,14.989,22.4,765
1,1.54320541,2.5779,9.1200e+01,1.23,5866,4.2,1.282,13.38,35.2,1827
1,49.5004725,5.772,9.6520e+02,2.49,4954,4.5,0.828,15.565,27.8,402
1,6.47539108,2.7048,5.3060e+02,1.92,4954,4.5,0.828,15.565,28.1,793
1,16.85825609,2.0728,7.5960e+02,2.51,4954,4.5,0.828,15.565,21.8,576
0,3.132604547,3.6337,9.9692e+03,48.73,6248,4.328,1.181,13.499,222.3,1444
1,2.949029106,2.0311,3.5830e+02,1.48,4983,4.512,0.807,15.333,29.3,1027
1,37.8658964,4.782,3.9520e+02,2.01,5757,4.431,1.017,14.5,25.9,543
1,8.30865307,3.2747,8.3610e+02,2.42,5022,4.485,0.849,14.817,74.3,747
1,11.93205399,6.205,1.7850e+02,1.83,5711,4.221,1.391,13.353,32.3,905
1,7.54235832,4.73,1.3250e+02,1.59,5711,4.221,1.391,13.353,25.8,1054
1,5.02818253,3.526,1.8130e+02,2.03,5640,4.087,1.515,14.686,26.1,1272
1,1.897828815,2.7114,1.3240e+02,1.73,5640,4.087,1.515,14.686,27.2,1761
1,10.62788695,4.576,3.2670e+02,1.87,6082,4.445,1.014,15.401,22.6,872
2,34.135676,9.12,6.2200e+02,13.98,7818,3.365,5.555,12.963,8.6,1526
1,1.104462494,1.0458,4.6910e+02,1.6,5002,4.543,0.753,15.277,35.3,1397
1,4.89336495,3.485,1.3830e+02,1.6,6688,4.304,1.347,13.827,15.9,1374
1,11.17392077,3.307,3.2480e+02,1.64,5911,4.519,0.914,15.356,21.4,796
1,31.0325991,3.476,7.3740e+02,2.64,5841,4.52,0.931,15.728,17.6,561
0,0.512407185,1.0579,3.2920e+02,1.03,3862,4.69,0.563,14.78,46.1,1255
0,4.150297119,1.2058,5.9340e+02,3.03,5290,4.519,0.858,14.854,24.2,981
1,5.89661966,3.154,1.4400e+02,1.28,5392,4.314,1.087,14.622,15.3,1000
1,33.4178173,4.645,1.1668e+03,3.13,5136,4.607,0.744,15.824,28.4,448
1,2.053341891,2.596,6.5500e+01,1.44,6084,4.204,1.358,12.217,23.2,1737
1,56.7769831,6.864,8.8430e+02,3.21,6063,4.476,1.012,15.273,33.6,491
1,18.78429232,3.1136,1.0095e+03,2.14,4243,4.637,0.641,15.561,23.8,433
1,3.61460279,3.227,6.4800e+01,1.14,5711,4.221,1.391,13.353,14.9,1347
1,13.15140223,5.439,9.7800e+01,1.87,6154,4.12,1.636,12.071,25.5,1008
1,18.5084526,6.596,7.5890e+02,29.33,5942,4.506,0.938,15.253,30.1,683
0,7.47763833,2.5693,1.1000e+02,2.05,5957,3.849,1.953,11.539,26.2,1346
1,42.1918331,7.083,4.8870e+02,2.35,5520,4.339,1.08,15.06,25.7,526
1,3.73090026,2.9095,1.9120e+02,1.48,5709,4.489,0.95,14.966,24,1128
2,86.130534,3.321,2.8520e+02,1.47,5830,4.54,0.876,14.966,3.7,391
1,2.787874175,2.0348,1.9740e+02,2.33,4827,3.942,1.727,14.435,22.2,1432
1,37.9962369,6.7751,4.0370e+02,2.39,6038,4.284,1.191,14.247,37.8,618
2,8.46354384,1.4078,7.9220e+02,2.51,5427,4.495,0.887,15.338,26.1,805
1,17.23232894,4.5568,5.0980e+02,2.79,6086,4.274,1.216,14.061,64.1,817
1,28.5057217,6.324,7.5580e+02,2.55,5712,4.534,0.87,15.778,20.8,555
1,53.5991459,6.811,5.2310e+02,2.49,6319,4.447,1.032,14.953,23.1,529
1,16.4581861,1.9637,4.3580e+02,1.82,5475,4.521,0.884,14.64,22.4,644
2,191.864193,4.9,,,,,,12.57,,
2,13.72549689,7.62,,,,,,12.57,,
2,176.331289,13.89,1.0980e+02,2.38,6146,3.8,2.251,12.982,8.4,505
1,0.693842661,1.6197,4.9300e+01,0.83,5457,4.239,1.196,12.953,28.9,2161
1,83.4887405,6.21,9.5540e+02,2.95,5910,4.505,0.94,15.375,24.7,411
1,34.0607677,2.471,8.1890e+02,2.96,5910,4.505,0.94,15.375,20.5,554
2,6.2141496,10.141,1.8340e+02,4.27,5295,3.617,3.152,13.439,53.4,1506
1,31.5888979,3.438,3.6060e+02,2.59,5866,4.175,1.367,14.143,27.3,682
1,59.9809868,7.588,2.8240e+02,2.81,6103,4.202,1.383,13.66,25.2,568
1,25.7457957,7.073,1.4030e+02,1.73,6103,4.202,1.383,13.66,19.3,753
1,11.92979348,6.152,7.0930e+02,2.43,5831,4.517,0.921,15.844,27.8,770
2,17.65737838,3.509,2.1557e+03,2.45,3745,4.784,0.47,14.267,117.2,350
1,4.3394569,2.3652,3.3740e+02,2.11,5330,4.366,1.013,14.822,31.6,1061
1,2.852348262,0.7051,1.4029e+03,1.66,3731,4.83,0.433,15.959,33.3,621
1,65.6480892,5.746,5.8870e+02,3.93,5565,4.251,1.246,14.872,22,485
0,102.653705,53.5887,6.8730e+02,39.16,6711,4.097,1.698,12.678,82.1,562
1,14.83340944,3.927,7.8300e+02,2.54,5570,4.471,0.904,15.707,19.1,694
0,0.987338654,2.591,2.6500e+01,0.98,6258,3.939,1.896,11.511,25,2669
1,101.1323475,4.366,1.5029e+03,3.87,5492,4.389,1.016,15.331,25.7,380
0,1.811460943,5.065,4.2850e+02,2.83,5700,4.382,1.008,14.674,83.9,1508
1,16.07673148,2.205,4.8800e+02,2.14,5957,4.498,0.971,15.306,19.3,724
1,18.87058705,3.4701,5.8800e+02,2.67,6103,4.496,0.949,14.562,28.5,701
1,22.1334224,2.049,6.5460e+02,1.76,5165,4.633,0.702,15.571,16.3,507
1,17.1369408,6.416,3.6210e+02,2.05,6218,4.421,1.077,15.004,25.4,775
1,26.6951944,4.576,1.3260e+02,1.4,6086,4.274,1.216,14.061,13.4,706
1,7.72085047,1.8264,2.6700e+02,2.53,5887,4.29,1.177,13.516,25,1021
1,6.312508525,2.7455,1.2860e+03,2,4090,4.696,0.571,14.735,112.5,575
1,4.19577385,2.1557,8.7420e+02,3.02,5229,4.378,1.005,15.168,23.3,1047
1,7.1329472,4.368,1.4500e+02,1.64,5862,4.194,1.307,13.959,27.2,1102
1,8.91901228,4.141,1.8060e+02,1.84,5862,4.194,1.307,13.959,29.6,1023
1,4.5620407,2.8521,8.1600e+01,2.82,5343,3.764,2.506,13.052,22.8,1533
2,7.5966998,3.667,1.2750e+02,1.32,5716,4.343,1.091,13.482,24.5,964
0,2.392630668,1.3705,1.0150e+02,1.33,5716,4.343,1.091,13.482,20.5,1418
1,17.6700291,6.693,3.4840e+02,2.89,5795,4.265,1.247,14.874,25,778
2,15.40877383,3.49,,,,,,14.874,,
1,108.593113,7.989,3.3820e+02,1.68,5678,4.409,0.921,14.033,24.3,374
1,19.9865916,4.391,6.4800e+02,4.22,5500,4.218,1.238,15.699,21.8,720
1,12.12580644,3.289,3.2750e+02,2.5,5500,4.218,1.238,15.699,14,851
1,76.421501,7.218,5.7840e+02,2.81,5561,4.263,1.19,15.165,23.9,455
1,56.2590881,8.114,3.4880e+02,2.22,6038,4.284,1.191,14.247,29.7,543
1,1.646801683,1.1966,2.8420e+02,0.86,3810,4.753,0.513,14.634,25.2,806
1,3.78861833,2.808,1.4340e+02,1.23,5560,4.379,1.04,14.285,18.2,1158
1,10.45839865,3.154,3.0680e+02,1.25,4641,4.557,0.747,14.471,18.6,609
1,21.1033014,2.059,1.9250e+02,1.56,6000,4.363,1.126,13.355,21.3,718
1,95.6114617,7.489,4.8740e+02,2.37,6002,4.424,1.081,14.71,21.6,421
2,58.35512552,8.45,,,,,,15.484,,
2,1.204686597,0.823,2.3320e+02,1.55,5780,4.438,1,11.671,10.8,1711
1,11.8984948,3.015,1.3090e+02,1.69,5862,4.194,1.307,13.959,15.9,929
1,23.1274171,4.901,1.5730e+02,1.44,5865,4.393,1.066,11.863,20.9,667
1,5.132486123,1.4575,9.0840e+02,1.69,3879,4.707,0.578,15.535,35.4,584
1,8.77997349,3.2201,7.5570e+02,2.12,5191,4.597,0.764,15.789,32.7,713
1,57.6896212,5.118,1.6266e+03,5.14,6228,4.441,1.049,15.886,30.2,512
1,10.66489514,3.159,2.9260e+02,1.76,6014,4.436,1.021,14.651,25.3,865
1,5.1233204,2.7466,2.8620e+02,1.65,5364,4.394,0.982,15.162,25.1,994
1,3.573202801,2.88,2.9750e+03,5.81,5646,4.37,1.08,14.72,362.1,1210
1,61.6174528,3.816,1.3507e+03,3.36,5480,4.485,0.931,15.722,19.5,424
1,24.3398202,3.891,7.7730e+02,5.09,5596,4.105,1.466,15.28,27.8,737
1,7.16520428,1.705,4.3380e+02,2.31,6174,4.417,1.103,15.302,17.6,1034
1,1.755843555,1.9425,3.8600e+02,1.94,5569,4.566,0.829,15.758,25.1,1343
1,5.18560081,4.054,2.5260e+02,2.34,6172,4.198,1.471,14.806,27.6,1314
1,33.4698571,4.749,3.7070e+02,2.45,5912,4.342,1.094,14.74,23.2,609
1,11.89520436,3.433,1.8430e+02,1.33,5649,4.411,0.992,14.152,22.3,787
1,1.025857984,0.8069,2.7070e+02,1.57,5123,4.501,0.847,14.413,36,1520
1,5.60013327,2.6508,3.2920e+02,1.73,5288,4.391,0.978,15.378,22.8,952
1,25.2034128,4.515,6.9710e+02,2.42,5831,4.517,0.921,15.684,22.3,600
1,1.615357809,1.1435,4.9960e+02,1.37,3821,4.755,0.486,15.655,31.2,806
1,5.640676975,2.8354,1.4533e+03,4.59,5794,4.282,1.216,14.762,145.9,1125
1,25.5638626,4.685,1.1249e+03,4,6228,4.441,1.049,15.886,31.6,671
2,6.78341325,3.5437,5.0120e+02,20.75,5096,2.435,8.769,15.357,35.3,2628
1,12.7945474,3.4197,8.1670e+02,1.6,4090,4.696,0.571,14.735,54.1,455
1,42.4269647,5.907,6.3240e+02,3.44,5330,4.366,1.013,15.001,26,496
1,1.434745129,1.862,2.0070e+02,1.5,5806,4.4,1.064,14.691,28.4,1664
2,6.95787,4.537,1.8230e+02,1.39,6240,4.406,1.025,15.28,1.8,1047
1,3.28192056,2.917,1.9100e+02,1.6,5859,4.335,1.162,14.842,24.5,1326
1,12.51610549,4.853,2.6300e+02,1.87,5859,4.335,1.162,14.842,22.6,848
1,5.45298742,2.1328,8.6000e+01,0.92,5450,4.563,0.842,12.404,21,904
1,3.26662733,2.056,5.9900e+01,0.68,5450,4.563,0.842,12.404,18.6,1072
1,4.45743267,2.3226,1.7570e+02,0.79,4487,4.644,0.612,14.374,20.8,732
1,2.81814715,1.763,2.7860e+02,1.3,5167,4.555,0.787,15.498,16.5,1059
2,9.4907638,2.713,1.9740e+02,1.05,5290,4.604,0.746,15.498,7.3,704
2,0.76196247,1.282,1.9020e+02,1.08,5167,4.555,0.787,15.498,18.3,1638
0,1.824649,4.2285,3.2185e+03,5.31,6190,4.487,0.793,14.605,184.3,1508
1,2.832647249,2.306,1.1470e+02,1.37,5865,4.266,1.272,13.467,27.5,1453
1,3.70063251,5.408,6.8600e+01,1.24,5423,4.105,1.404,13.024,29.8,1329
1,3.93083997,2.932,1.0140e+02,1.2,6038,4.284,1.191,13.652,22,1317
1,7.63008196,2.78,1.2400e+02,1.39,6038,4.284,1.191,13.652,18.6,1056
1,16.22378479,2.5462,2.6230e+02,1.51,5547,4.46,0.925,14.129,20.6,676
1,9.76293284,3.064,5.5320e+02,1.94,5052,4.503,0.816,15.246,23.6,703
1,58.601926,5.522,3.9640e+02,2.06,6250,4.44,1.019,14.649,19.1,508
1,25.0823402,6.423,2.4460e+02,2.26,6429,4.241,1.262,13.838,30.5,776
1,78.0998908,8.422,6.5690e+02,3.37,5779,4.238,1.284,14.999,23.8,480
1,4.27103727,2.2759,1.8040e+02,1.22,5984,4.521,0.906,14.553,24.6,1108
1,4.27226421,2.113,4.8900e+01,0.64,5450,4.563,0.842,12.404,13.7,981
2,2.19251903,1.845,1.8100e+01,0.37,5450,4.563,0.842,12.404,6.6,1225
1,3.53232429,2.765,2.2420e+02,1.43,5761,4.492,0.956,14.972,12.8,1159
0,15.03946326,5.1008,5.2377e+03,12.36,6501,4.212,1.441,11.997,181.6,962
0,4.702495974,2.3421,4.7873e+03,37.24,5408,4.476,0.878,14.916,101.1,981
1,10.44087398,3.743,8.2150e+02,3.41,5738,4.426,0.981,15.104,22.2,829
2,39.7557642,1.958,6.2180e+02,13.72,4405,4.732,0.511,15.439,10.2,325
2,10.27127527,3.029,3.4350e+02,0.94,4405,4.732,0.511,15.439,17.5,510
1,12.5722897,4.765,8.6500e+01,1.09,6084,4.319,1.169,12.885,12.4,886
1,40.8366307,4.956,2.6480e+02,1.5,5529,4.457,0.925,14.05,18.7,496
0,11.7761073,2.829,2.8130e+02,1.31,5096,4.618,0.689,15.005,15.1,619
0,29.7123181,70.3707,3.8540e+02,46.43,6440,3.984,1.921,11.549,130,870
1,20.6180348,3.267,7.6950e+02,1.57,3757,4.681,0.576,15.254,16.3,359
1,19.9401211,4.283,7.5890e+02,2.42,5623,4.596,0.763,15.922,18,588
1,22.2420032,7.532,6.3500e+01,2.04,5979,3.854,2.164,12.816,16.2,954
1,3.88148385,2.679,3.6300e+01,0.59,5854,4.469,0.979,12.32,11.9,1156
1,0.577369336,1.0852,4.0040e+02,1.42,5255,4.617,0.716,14.859,68.3,1757
0,186.6543548,10.51,,,,,,15.141,,
1,12.72037026,2.7306,1.1801e+03,4.75,6267,4.28,1.258,10.734,485.5,934
0,86.59322294,7.98,,,,,,15.141,,
1,11.96407399,4.526,7.8420e+02,3.21,5903,4.437,0.961,15.361,22.9,808
0,2.493237866,2.644,2.5920e+02,9.48,5002,3.344,4.131,13.962,20.7,2241
1,12.90467523,3.28,4.1240e+02,1.49,4513,4.574,0.722,15.07,21.2,545
1,68.8861017,5.925,1.4390e+02,1.47,5753,4.2,1.222,12.464,19.5,501
1,9.99115241,2.657,3.9170e+02,1.68,4838,4.524,0.796,15.311,16.7,660
2,4.267961416,1.3427,1.2740e+02,1.42,6395,4.275,1.237,13.047,24.6,1371
1,36.292017,8.198,3.7470e+02,3.1,5843,4.069,1.615,15.251,21.4,694
0,0.925589891,1.967,4.0080e+02,50.6,4094,1.627,24.488,10.795,20.6,6637
1,17.25121397,2.0371,2.0548e+03,2.64,3879,4.708,0.537,15.473,68.6,385
0,1.867281146,7.495,7.0110e+02,31.18,6117,4.457,1.025,15.6,58.5,1561
1,9.30991834,3.455,1.1450e+02,1.21,5806,4.353,1.101,13.799,19.2,913
2,18.1209388,3.781,5.0420e+02,1.68,4905,4.536,0.774,15.486,15.8,543
1,3.23941775,2.569,7.7400e+01,0.77,6075,4.541,0.858,13.658,17.2,1213
2,3.98864999,3.516,9.4200e+01,1.15,5692,4.288,1.188,15.016,12.4,1233
1,2.524017517,1.1968,3.0300e+02,1.5,5420,4.487,0.871,15.55,19.8,1203
2,25.1123362,7.922,3.9880e+02,2.22,6133,4.367,1.112,15.527,11.8,691
2,2.121023807,0.3673,2.6390e+02,5.75,6133,4.367,1.112,15.527,6.4,1573
2,33.18089453,15.24,,,,,,13.226,,
2,3.55557922,3.24,6.0400e+01,0.84,5839,4.337,1.082,13.845,15.5,1270
1,31.2012202,4.077,3.6010e+02,1.47,4513,4.574,0.722,15.07,13.7,406
1,22.5968256,6.179,1.4290e+02,1.3,5610,4.301,1.104,13.584,22.2,670
1,45.3486381,4.858,1.6290e+02,1.61,5610,4.301,1.104,13.584,15.9,531
1,5.25419589,2.9878,4.6180e+02,2.12,6123,4.472,0.987,15.659,26.1,1093
1,5.90608902,2.409,3.4070e+02,1.77,5966,4.493,0.961,15.466,9.3,1012
1,13.81504449,2.3244,1.0326e+03,1.91,3732,4.736,0.509,14.216,46.7,391
1,12.4128518,4.298,1.0810e+02,1.5,5945,4.196,1.346,13.539,19.4,933
1,3.92453009,3.691,4.6350e+02,1.82,5776,4.554,0.849,15.708,25.3,1074
1,11.60653061,2.194,7.7170e+02,1.88,4703,4.582,0.701,15.701,17.8,584
1,2.66831274,2.4141,2.6620e+02,1.48,5806,4.528,0.899,15.553,23.3,1252
0,2.9322509,2.931,1.8120e+02,1.33,6106,4.487,0.966,15.662,13.1,1312
1,23.4772553,6.735,1.4140e+02,1.34,6384,4.361,1.121,13.973,17.6,738
1,66.5576728,10.532,2.1420e+02,4.96,5734,3.591,3.405,14.074,21.3,757
0,2.01948607,5.248,2.7540e+02,2.15,5884,4.481,0.944,15.415,27.9,1430
0,3.04468229,5.951,7.1400e+01,0.86,5575,4.363,0.98,14.028,22.2,1244
0,15.05028313,1.848,6.1520e+02,2.46,5887,4.49,0.989,15.612,13.4,735
1,2.455240626,1.72722,3.6912e+04,10.6,3793,4.697,0.568,15.979,1341.6,730
1,9.08233411,2.008,2.9690e+02,1.35,5354,4.587,0.788,15.4,15.8,734
0,0.790539912,1.0567,2.7730e+02,1.24,4791,4.541,0.767,14.864,31.5,1502
0,1.705782214,1.007,2.7800e+02,1.82,5387,4.38,1.009,15.272,11.5,1455
0,0.532086296,4.023,4.9580e+02,16.99,5271,4.636,0.698,15.397,85.2,1790
1,47.7052566,5.959,1.1615e+03,2.89,4551,4.609,0.672,16.22,22.8,347
1,6.238535444,3.5255,4.0160e+02,2.53,6267,4.28,1.258,10.734,274.5,1185
1,86.829519,7.464,7.5100e+02,1.68,3576,4.791,0.463,15.474,15.1,196
1,9.95667035,3.534,5.8680e+02,3.41,6165,4.365,1.115,15.309,16.8,946
1,10.41728722,4.125,2.1040e+02,1.64,5557,4.288,1.151,14.746,20.3,870
1,0.984941669,1.9724,8.1400e+01,1.49,5825,4.046,1.662,13.835,22.9,2335
1,0.663085361,1.1522,3.2270e+02,1.6,5172,4.6,0.767,15.304,35.3,1681
1,19.1187425,6.805,2.1750e+02,2.33,5862,4.148,1.463,14.838,20.5,823
0,1.08749101,1.6192,1.2640e+02,4.91,5988,3.594,3.204,13.214,33.5,3081
0,1.183818383,1.393,8.4300e+01,0.91,6014,4.459,0.992,14.675,12.7,1775
0,4.98845099,7.453,1.9390e+02,1.33,5695,4.411,0.961,15.331,23.3,1055
1,3.543919702,1.8717,5.0700e+02,1.21,3879,4.708,0.537,15.473,38.2,652
2,8.28157072,3.1,1.3920e+02,1.37,5640,4.288,1.175,14.273,12.9,956
2,0.82628442,0.9603,1.3490e+02,0.96,5218,4.548,0.829,14.434,25.6,1629
2,6.37705295,1.949,5.0280e+02,2.15,5672,4.503,0.965,15.522,17.9,935
1,8.83929462,1.719,3.1620e+02,1.94,5330,4.491,0.87,15.102,14.8,778
0,0.631795416,1.0703,1.4520e+02,1.88,6414,4.173,1.519,14.676,24.7,2797
1,7.56126152,2.851,1.8060e+02,1.2,5853,4.529,0.895,14.64,15.7,891
1,34.9897847,4.208,4.9850e+02,1.14,3765,4.725,0.521,15.987,11.5,292
1,7.05429483,1.716,3.5930e+02,1,3765,4.725,0.521,15.987,11.2,497
2,2.27050106,1.903,1.0670e+02,0.55,4671,4.721,0.528,14.363,15.9,903
1,26.7838935,4.584,3.6530e+02,1.59,5242,4.512,0.856,14.803,20.9,523
1,45.126216,6.656,3.7310e+02,2.32,6499,4.378,1.169,14.689,17.1,604
1,11.94019101,2.866,6.3170e+02,1.86,5073,4.607,0.748,15.912,15.6,625
0,3.51295674,3.06,8.3100e+01,1.1,6453,4.326,1.17,13.51,22.5,1434
1,48.4313003,4.03,8.8640e+02,2.78,4891,4.516,0.805,15.605,17.3,396
1,7.203855862,2.5418,1.7659e+03,2.25,3834,4.708,0.539,15.264,101.1,509
1,6.73808701,2.591,9.2900e+01,0.73,5168,4.566,0.769,13.942,14.4,786
