koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_model_snr,koi_teq
0,34.18830271,3.01179,1.1844e+05,74.5,5757,4.134,1.345,12.869,2594.9,660
0,8.65303996,1.091,4.9700e+02,1.88,5301,4.528,0.84,15.639,14.7,764
0,8.65311903,1.273,2.0680e+02,0.85,3929,4.705,0.55,15.109,8.9,493
0,12.4253812,19.781,1.1530e+02,1.14,5925,4.412,1.066,13.854,26.8,823
0,12.42555999,28.083,2.9648e+03,4.72,4922,4.576,0.704,15.902,122,599
0,12.4257442,29.122,9.3600e+02,8.43,8691,4.072,2.193,12.625,49.6,1551
0,12.4254241,24.98,3.7890e+02,2.17,5853,4.529,0.895,15.71,36,755
0,2.991884392,7.5583,1.2388e+05,40.11,6596,4.4,1.094,13.28,1280.3,1486
0,1.795273026,7.3232,1.2542e+05,55.26,6363,4.456,1.012,14.889,877.8,1642
0,0.755109271,2.619,2.3200e+01,0.47,5606,4.39,0.962,13.292,12.9,1961
0,0.755101141,3.371,7.6700e+01,0.19,3256,5.071,0.207,15.237,13.4,680
0,1.75251585,3.489,1.2590e+02,1.02,5952,4.554,0.844,13.978,14.2,1447
0,1.752450163,3.0255,5.5500e+01,0.79,5779,4.364,0.99,13.294,3.4,1552
0,8.27923132,2.355,1.6490e+02,1.08,5631,4.557,0.847,15.197,10.9,815
0,2.212877035,4.66961,3.7620e+05,69.18,6153,4.405,1,14.28,2731,1507
0,0.845097627,1.873,8.6500e+01,0.78,5252,4.593,0.783,15.685,10.7,1584
0,17.44564047,6.08966,3.3416e+05,63.46,5759,4.481,0.945,11.23,4093.9,682
0,14.31315739,8.90236,2.1567e+04,34.98,5750,3.703,2.379,13.254,4262.9,1144
0,0.676990194,1.69459,2.0506e+04,37.5,5813,4.568,0.816,15.553,997,1919
0,0.515875396,1.21,1.7730e+03,7.22,7229,4.278,1.38,13.591,9.1,3189
0,2.83401711,5.938,8.4200e+01,0.93,6247,4.458,1.002,15.036,11.5,1381
0,0.566803996,3.399,1.4160e+02,0.64,4373,4.722,0.544,15.989,23.4,1350
0,0.56681118,2.06,,,,,,11.58,,
0,0.566799927,4.71,1.4510e+02,0.77,5092,4.671,0.645,15.888,28.9,1649
0,0.566786121,3.404,8.1800e+01,0.79,5603,4.556,0.846,15.768,14,1984
0,0.56679797,4.503,7.2600e+01,0.65,5230,4.594,0.777,15.877,14,1799
0,0.566802891,1.861,4.9200e+01,1.29,6487,4.08,1.748,12.982,14.4,3111
2,0.576732089,1.856,3.5400e+01,0.43,4524,4.576,0.717,13.291,9.1,1537
0,1.01884975,3.233,3.0900e+01,0.47,6068,4.568,0.829,13.948,14.8,1754
2,10.9279755,2.486,7.1500e+01,0.81,6045,4.494,0.955,14.347,7.3,834
0,32.4403392,4.50984,2.8760e+05,44.56,5081,4.578,0.696,15.854,2177,448
0,0.552141897,4.985,1.0560e+02,10.04,5952,4.486,0.904,13.866,42.8,2206
0,2.62387291,4.61248,2.3247e+05,74.23,6728,4.206,1.46,13.7,2607.6,1790
0,0.75509861,2.6423,6.0334e+04,60.74,6038,4.206,1.213,13.441,385.4,2359
0,3.671661096,4.29947,1.2924e+05,105.82,7343,4.02,1.94,12.814,3152.6,1967
0,22.67314568,6.6324,6.5411e+04,30.92,5619,4.269,1.153,14.274,912,684
0,0.50948306,3.14,7.4600e+01,1.22,6344,4.091,1.39,13.545,8,3024
0,17.32996587,8.43812,2.5272e+05,42.58,5079,4.588,0.683,15.2,1938.7,548
0,1.890227354,3.855,1.1226e+05,42.05,5356,4.589,0.78,15.569,252,1236
0,1.387206724,3.82527,1.5143e+05,103.41,7207,4.06,1.894,11.658,1752.6,2619
0,1.38718209,2.595,4.5500e+01,0.68,6122,4.471,0.996,14.718,7.2,1707
0,35.02656485,2.90121,1.2025e+05,34.88,5546,4.575,0.81,15.496,1607.2,489
2,7.918267,3.478,8.3700e+01,0.93,5966,4.418,1.016,14.758,8.4,953
0,3.138580493,4.16343,2.3334e+05,59.24,5593,4.311,1.083,13.63,2387.8,1281
0,9.26147679,1.77,,,,,,14.874,,
0,581.0723,15.81,1.3642e+03,161858,5026,2.504,16.891,12.282,15.9,639
2,10.2170589,2.259,1.2130e+02,1.17,6211,4.384,1.054,14.455,7.9,929
0,3.50474265,8.2852,8.8625e+04,200.24,7624,3.622,3.682,10.862,977.2,2689
0,2.14344093,3.9741,1.3332e+05,28.69,4817,4.624,0.7,14.945,645.9,1033
2,86.95432088,12.11,,,,,,14.248,,
0,9.058487716,4.14334,1.2797e+05,20.51,4340,4.671,0.573,15.507,2098.9,547
0,2.856085147,4.5776,1.7384e+05,88.52,6604,4.178,1.526,14.045,422.1,1739
0,0.876941133,1.296,7.3500e+01,0.85,6018,4.485,0.975,14.978,12.3,1938
0,39.23814157,6.07183,4.3921e+05,90.93,6599,4.35,1.234,12.153,969.3,656
0,53.7406575,47.2475,1.1672e+05,25.44,5288,4.577,0.737,13.756,3568.1,398
0,7.436016459,4.16284,1.0653e+05,31.39,6214,4.501,0.933,14.546,742.1,968
0,0.750737313,1.712,3.8800e+01,0.48,5151,4.602,0.761,12.306,13.4,1603
2,27.5837778,1.516,2.0250e+02,11.03,5092,2.945,7.913,12.148,8.5,1330
0,14.36102158,13.2895,4.5988e+05,45.9,5229,4.607,0.668,14.419,2599,594
0,2.570431263,5.49699,7.6826e+04,50.18,6244,4.473,0.971,13.43,822.9,1411
0,6.64024496,6.03491,2.2433e+05,74.4,6085,4.293,1.215,13.881,2941,1114
0,14.84424039,6.83577,8.3412e+04,28.97,6161,4.367,0.988,14.415,4542.8,810
0,4.42158021,10.4532,6.1032e+04,188.89,8026,3.65,3.461,11.425,370.6,2565
0,25.32169873,4.45367,1.1959e+05,56.62,6109,4.455,1.029,15.128,673.3,655
2,3.14735789,3.643,5.1800e+01,3.45,5189,3.352,4.93,14.386,9.3,2209
0,37.87848359,10.5972,2.2223e+05,46.42,5985,4.603,0.758,13.265,1157.6,503
0,10.11614452,2.70314,5.8144e+04,17.21,4717,4.737,0.519,15.52,1144.8,549
0,0.684496369,2.263,2.8400e+01,1.12,5800,3.866,2.053,13.181,16.3,2913
0,1.953285321,1.67598,1.5203e+03,151.56,6450,3.501,3.928,13.077,237.7,2927
0,1.012174295,4.6617,3.2303e+05,114.4,6987,4.096,1.716,14.712,596,2737
2,2.61090223,1.976,2.2250e+02,1.8,5514,4.345,1.071,15.829,10.7,1323
2,17.6637979,6.194,6.7900e+01,2.98,5734,3.591,3.405,14.074,9.7,1178
2,4.02664625,3.771,3.0000e+01,0.68,6187,4.341,1.238,13.383,8.9,1318
2,5.1777226,8.275,4.1700e+01,0.63,5854,4.469,0.979,12.32,6.1,1050
2,9.48814747,1.163,4.7900e+01,0.73,5680,4.414,1.016,11.525,11.1,856
2,5.06993245,3.241,9.3600e+01,0.92,5957,4.506,0.937,14.758,11.6,1053
0,346.36642,14.94,1.4820e+02,1.57,6327,4.276,1.259,11.899,14.3,314
0,0.51554111,0.87,,,,,,15.786,,
0,0.892061734,2.24307,7.5590e+04,46.75,5561,4.512,0.855,13.815,398.1,1724
0,3.471399214,5.07707,9.2285e+04,89.62,6026,4.101,1.689,12.161,3230.4,1558
0,4.176929219,5.2003,7.0355e+04,31.35,5462,4.628,0.708,15.22,187,938
0,6.3762199,2.24,,,,,,15.822,,
2,9.78184193,2.3,,,,,,15.198,,
2,8.1770751,4.608,4.4300e+01,0.83,6501,4.281,1.209,12.419,10.6,1115
2,569.45051,9.63,4.2540e+02,1.96,6117,4.496,0.947,14.542,8.2,225
0,0.823014905,3.5426,8.5050e+02,22.17,4975,4.614,0.724,14.221,130.5,1482
0,0.796815149,1.0727,5.5900e+01,10.23,4897,2.464,13.499,11.971,4.8,5480
0,26.95123768,8.27486,8.6749e+04,146.33,6675,3.748,2.747,11.957,1451.7,1082
0,18.11208877,6.7828,1.1663e+05,96.62,7323,4.167,1.722,13.627,217.7,1068
2,4.84505985,2.078,2.9840e+02,1.54,4337,4.581,0.714,13.731,10.7,723
0,4.408295716,3.62479,3.7964e+04,35.68,5496,4.607,0.743,14.984,386.1,942
0,8.665259912,3.1088,1.8406e+03,82.42,6071,3.796,2.389,13.852,181.4,1378
0,4.726086185,4.39793,1.8182e+05,41.38,5873,4.547,0.863,15.181,1564.3,1032
0,8.643550046,3.1273,6.7299e+04,38.21,5679,4.605,0.747,15.414,849.3,779
2,623.70774,6.688,2.5090e+02,1.81,6626,4.347,1.132,13.379,10.2,258
0,1.51945182,2.95,1.3700e+01,0.5,6168,4.25,1.307,12.585,9.6,1901
0,0.759755409,2.734,7.0000e+01,0.91,6090,4.447,1.071,15.259,15.9,2121
0,5.082523739,5.04732,2.7628e+05,61.88,6507,4.343,1.145,13.508,5286.2,1266
0,1.02547271,1.996,2.7000e+01,0.94,6862,4.114,1.712,12.407,10.9,2657
0,1.025465924,3.71841,1.5268e+05,106.84,6700,4.041,1.883,13.821,1120.8,2710
0,74.98529295,6.23451,1.0535e+05,49.22,5955,4.52,0.91,14.851,1754.8,425
2,10.95210361,1.5,,,,,,11.969,,
0,25.76205672,14.8694,4.4772e+05,74.87,5539,4.393,1.027,14.231,3469.5,604
2,2.70581614,6.56,4.6900e+01,0.69,5992,4.42,0.961,10.715,41.8,1356
0,1.195516859,6.17216,5.1381e+05,75.54,5780,4.438,1,13.908,1153.4,1715
0,1.995728294,6.43532,2.5188e+05,45.2,5807,4.455,0.861,13.748,1496.5,1409
0,10.76839193,12.5252,1.0738e+05,52.8,5226,3.97,1.643,12.88,2085.7,970
2,3.84615171,2.24,1.3710e+02,1.14,6106,4.487,0.966,15.256,9.3,1199
0,0.733724504,2.208,4.5900e+01,0.96,6175,4.099,1.405,13.436,21.4,2601
2,1.28940823,3.652,3.2100e+01,2.48,5826,3.465,4.189,13.897,10.3,3112
2,498.27269,8.92,5.3400e+02,2.12,5618,4.514,0.932,15.477,6.6,214
0,5.08840787,4.77204,3.8668e+05,55.3,5618,4.583,0.791,15.353,3095,937
0,18.52782408,5.88678,7.6231e+04,64.66,6154,3.793,2.321,12.893,5547.2,1080
0,12.15524112,6.84353,8.5532e+04,34.62,5761,4.413,0.932,13.964,1767.8,788
2,11.0495766,2.13,1.0280e+02,0.83,5533,4.505,0.819,14.804,5.7,738
1,4.48559215,0.8161,2.2650e+03,0.95,3236,5.097,0.193,15.737,15,365
0,0.566789763,4.008,2.5400e+01,0.4,5799,4.6,0.758,13.767,15.4,1984
0,0.566811926,4.181,8.2600e+01,0.91,6165,4.474,0.942,15.444,22.5,2293
0,2.525386934,3.71613,1.2488e+05,67.24,6826,4.337,1.233,14.34,1003,1701
0,0.566801506,1.738,2.9500e+01,0.62,6398,4.358,1.111,11.656,19.2,2557
0,0.566803738,1.8481,1.0060e+02,1.13,6300,4.404,1.057,14.313,33.1,2450
0,1.69421771,4.161,9.1100e+01,0.74,5402,4.591,0.717,15.041,15,1274
2,13.8086331,3.613,2.0710e+02,1.09,5515,4.568,0.761,15.567,9,659
2,4.25907841,4.513,2.8100e+01,0.7,5560,4.173,1.316,12.832,11.5,1253
0,2.739477089,3.18229,3.2096e+04,50.48,6469,4.431,1.056,13.636,593.6,1475
0,1.307761491,2.22271,1.3941e+04,29.17,5112,4.596,0.673,14.932,531.5,1298
0,4.028671454,8.12253,1.1397e+05,52.42,6327,4.168,1.528,13.775,2152.8,1492
0,2.30118753,7.8216,8.7537e+04,140.23,7970,3.871,2.652,13.489,404.8,2783
0,0.449249224,4.7565,4.1944e+05,95.83,6338,4.239,1.299,15.282,1194.9,2941
0,0.687004402,3.829,9.3700e+01,2.89,6240,3.684,2.803,13.316,45,3535
0,0.91839938,4.479,1.5210e+02,1,5222,4.556,0.795,15.908,16.8,1558
2,64.1983721,0.934,2.4820e+02,1.74,6088,4.329,1.077,13.839,6.8,506
0,0.94356284,5.721,1.3400e+01,0.76,7693,4.083,1.984,12.749,16,3176
0,2.243569483,4.14769,6.6328e+04,21.11,6081,4.526,0.801,14.965,1107.7,1364
0,8.258181993,3.9122,3.1186e+05,58.19,5306,4.445,0.888,13.448,2981.6,809
2,82.78482,7.52,1.9040e+02,2.16,5749,4.123,1.48,14.909,8.4,501
0,1.81139053,8.64,7.7500e+01,14.47,5941,4.519,0.911,15.372,12.5,1466
2,2.4376438,1.587,2.7100e+01,0.79,5927,4.117,1.53,12.66,8.8,1686
2,0.721522907,1.4521,2.2528e+04,11.04,4893,4.634,0.625,15.069,815.3,1475
0,7.09520543,3.69044,2.3268e+05,50.23,5481,4.592,0.778,15.137,1959.2,813
0,0.651731691,2.4602,2.0524e+04,71.9,5791,4.052,1.472,13.879,347.5,2604
0,0.50818743,3.433,5.4900e+01,1.26,7141,4.243,1.56,13.313,29.1,3274
0,2.73398963,1.52,,,,,,11.727,,
2,19.1644498,3.553,6.3800e+01,1.83,5877,3.86,2.234,13.314,8.9,988
0,40.06967462,9.3564,4.1865e+04,27.38,5911,4.321,1.207,14.458,1304.8,588
0,55.884827,2.283,4.9760e+02,2.11,5668,4.545,0.868,15.873,7.7,438
0,3.75938475,1.188,1.3310e+02,3.1,4976,3.534,2.638,12.917,11.3,1677
0,10.6840477,3.515,8.1901e+04,26.43,3887,4.743,0.523,15.774,395.3,444
0,2.00280845,1.22,,,,,,11.696,,
0,10.67459836,3.82706,1.6676e+04,68.58,6496,4.212,1.485,10.81,1845.6,1083
0,2.305097141,1.9378,5.8800e+03,89.22,8851,4.085,2.178,13.866,133.4,2753
0,0.974477904,2.69834,8.8469e+03,618.37,5210,2.631,15.004,10.282,801.7,5205
0,18.52591745,5.9056,4.5566e+05,64.42,5492,4.533,0.887,15.124,2246.9,618
2,4.15736472,2.217,2.0070e+02,1.09,5183,4.558,0.782,15.517,11.2,931
0,0.502454299,2.31547,3.7454e+04,43.95,6134,4.498,0.901,13.532,873.6,2336
0,27.30815016,4.43906,3.8800e+05,47.06,5541,4.574,0.739,15.529,820.9,523
0,1.262742487,1.7433,1.5911e+04,134.45,5273,3.621,3.15,13.573,60.8,2548
0,0.59586463,1.5,,,,,,14.343,,
0,1.222127938,2.2613,2.4865e+03,30.32,5157,4.465,0.87,14.73,200.9,1470
0,8.627475562,4.65505,3.6784e+04,188.55,5146,3.475,4.063,13.835,1157.5,1446
0,0.589753355,0.606,2.1600e+02,1.03,5414,4.648,0.678,15.832,12.4,1760
0,2.751566365,5.2403,7.2609e+04,42.98,5461,4.497,0.861,15.311,180,1171
0,0.760935268,2.77023,3.7060e+05,35.68,4675,4.74,0.511,12.402,1289,1285
2,2.012094,2.157,7.4800e+01,0.99,5633,4.296,1.162,14.927,9.1,1523
0,1.33258772,5.187,7.0800e+01,1.13,5576,4.201,1.289,15.276,16,1825
2,9.4767057,3.893,2.3050e+02,1.38,5911,4.519,0.914,15.761,8.6,841
2,6.65171459,2.325,1.5150e+02,0.84,4889,4.637,0.686,14.976,10,713
2,208.54335,9.851,6.1460e+02,2.84,5533,4.275,1.166,15.254,10.4,321
2,17.7189786,4.102,1.7680e+02,1.44,5566,4.329,1.099,15.246,9.7,713
2,5.0395851,4.556,7.0100e+01,0.78,5912,4.453,0.924,14.634,9.6,1067
2,7.64370363,2.738,7.0900e+01,1.85,6120,3.934,2,13.266,13.2,1334
0,1.353414369,13.416,6.1020e+02,216.31,4850,2.865,8.586,12.318,100.8,3617
0,2.9590637,28.81,2.3600e+01,0.65,6192,4.195,1.322,12.913,6.4,1564
0,1.806631432,1.102,2.1750e+02,1.05,4606,4.591,0.699,15.278,10.4,1059
0,15.06649153,6.2852,1.0605e+05,88.56,5751,4.028,1.626,14.213,893,932
0,1.831829703,7.289,4.0509e+04,49.38,5269,3.667,2.183,13.061,140.4,2078
0,0.738527259,1.2174,4.2290e+02,49.08,5869,3.825,2.313,12.997,104.1,2978
0,0.89627093,2.2033,6.6994e+04,43.47,5551,4.493,0.861,15.261,152.9,1733
2,5.11683678,3.119,1.6140e+02,1.16,5955,4.52,0.91,15.221,9.2,1039
0,1.06100327,1.675,9.5900e+01,0.94,5966,4.493,0.961,15.14,9.7,1793
0,0.922030594,4.367,1.3859e+04,49.63,6484,4.386,1.153,14.351,331.7,2194
0,611.09299,15.22,2.7000e+02,1.53,6032,4.508,0.929,13.604,12.2,215
0,24.71479071,5.06776,2.0873e+05,112.24,6300,3.982,1.862,12.526,5148.8,901
2,16.1191449,3.039,2.6220e+02,1.34,5319,4.514,0.783,15.696,8.2,619
0,3.6329347,2.3,,,,,,13.758,,
0,1.161947482,4.46886,1.2990e+05,68.69,6225,4.204,1.457,13.14,2435.4,2174
0,0.607191908,1.30166,1.7369e+04,12.44,5370,4.598,0.671,15.428,961.9,1759
0,2.2502073,2.203,2.6010e+02,19.94,4507,2.391,12.787,11.946,7.8,3637
2,17.9925973,2.762,1.9850e+02,1.62,5931,4.351,1.087,14.604,8.7,748
0,0.648775795,4.34648,1.0882e+05,41.58,5143,4.559,0.776,10.201,6873.9,1714
0,4.132521615,12.4949,1.5625e+05,93.1,6567,4.045,1.636,13.894,440,1628
0,410.88527,24.1,2.0596e+03,200346,5015,2.34,18.489,12.962,21.5,774
2,74.371666,12.59,1.0280e+02,2.39,6865,3.742,2.211,11.319,12.1,767
0,0.938905082,5.00453,3.5889e+05,205.64,8615,3.784,3.003,13.613,2584.7,4281
0,0.93891532,2.134,3.9100e+01,1.13,6534,4.074,1.797,13.91,8.2,2667
0,16.29421371,6.01687,1.7401e+05,68.05,6237,4.145,1.508,14.203,7486.2,929
0,11.02520205,12.8097,4.2976e+05,164.02,6047,3.724,2.3,12.113,2585.5,1294
0,10.81916946,5.50262,4.3714e+05,67.76,5955,4.429,0.991,14.342,5258.2,850
0,2.680514453,3.21178,1.9575e+05,48.86,6038,4.356,1.076,14.746,665.5,1431
2,19.164111,2.773,2.1590e+02,1.11,5103,4.65,0.674,15.455,8.1,519
0,1.053573674,1.70116,3.0630e+03,299.87,5838,3.038,7.385,12.97,445.3,4319
0,0.970085646,1.129,1.5300e+02,18.65,4555,2.346,15.63,12.026,9.8,5119
0,63.52017525,17.1759,3.2548e+04,77.1,4938,3.388,4.33,14.985,1708.1,745
0,11.30098763,10.5199,3.2570e+05,97.12,6143,4.165,1.448,13.203,5027.8,1019
0,0.92098747,2.04,,,,,,10.206,,
0,2.182515126,6.8413,1.1493e+05,128.15,8051,3.966,2.347,13.419,861.6,2703
0,2.659418888,6.98414,3.0523e+05,61.52,6156,4.5,0.932,14.905,5776.1,1352
0,2.31610674,3.347,3.3600e+01,0.7,6025,4.3,1.193,13.608,13,1559
2,13.5164708,2.628,1.4010e+02,0.88,5442,4.6,0.747,15.087,7.1,645
0,0.948683571,1.676,1.5090e+02,1.12,5576,4.556,0.852,15.8,13.8,1665
0,1.65546056,3.52,1.2510e+02,0.9,5438,4.574,0.82,15.876,12.4,1331
0,1.655472351,5.09197,1.7420e+05,125.25,6725,3.86,2.171,11.471,823.8,2546
0,4.50279037,6.72,,,,,,11.606,,
0,1.759276227,3.19585,3.2091e+04,40.79,6656,4.351,1.232,12.984,2857.7,1861
0,1.09206792,1.646,1.0590e+02,0.74,4856,4.609,0.728,15.924,7.7,1320
2,4.83014159,0.957,1.9200e+02,1.3,5693,4.467,0.939,14.991,11.7,1039
2,2.41194057,1.787,6.7300e+01,1.35,5598,4.045,1.594,14.106,10.6,1654
0,1.613014741,4.39594,1.5212e+05,157.33,7832,3.836,2.779,12.146,1096.1,3145
0,6.2089181,2.292,1.6640e+03,9.2,5548,3.797,2.113,16.984,8.4,1378
0,0.77996263,3.369,2.5700e+01,0.83,6002,4.032,1.629,13.417,9.7,2607
2,0.800263219,0.729,1.7050e+02,0.77,4336,4.656,0.59,15.695,13.2,1240
0,18.64632309,8.853,2.3100e+05,213.31,5786,3.542,3.478,13.729,2895.8,1194
2,441.17369,14.82,7.0200e+02,2.27,5610,4.551,0.858,15.632,11.5,217
0,3.6673005,3.373,1.4490e+02,0.62,3823,4.729,0.519,15.826,9.1,627
0,3.044771557,11.0593,4.8782e+05,231.93,8199,3.747,3.163,12.146,3684.9,2816
0,0.773144492,4.05643,2.1596e+05,107.13,6413,4.038,1.91,13.833,2947.8,2860
0,2.66811113,22.49,4.8300e+01,1.53,6593,4.164,1.561,13.688,32.5,1792
0,50.44028536,12.2001,8.5309e+04,51.5,6225,4.039,1.646,12.009,2499.7,673
0,3.255385289,5.9498,1.5891e+05,40.58,5806,4.425,0.975,15.091,840.7,1236
0,7.4185369,1.451,1.4700e+01,0.81,9763,4.179,2.045,11.364,5.2,1963
0,15.68434493,44.463,7.9160e+02,56.23,6407,3.888,2.191,13.102,256.3,1136
0,5.357409918,4.28582,1.9916e+05,124.05,5768,3.809,2.057,13.166,936.1,1492
0,1.400991827,4.8798,6.4104e+04,98.13,6706,4.026,1.924,11.244,669.6,2468
2,19.2532128,1.674,2.1930e+02,1.42,6060,4.495,0.953,15.362,7.4,692
0,1.34062901,3.076,6.9500e+01,0.82,6045,4.494,0.955,15.13,13.1,1678
2,14.1011023,4.513,1.0820e+02,1.26,6534,4.365,1.199,15.105,8.1,904
0,7.448375935,4.23892,1.5267e+05,34.37,5636,4.489,0.867,15.178,1837.9,871
0,0.533628226,5.772,8.1800e+01,2.41,7163,3.906,2.177,11.299,35.3,3885
0,0.678137665,1.00718,8.8500e+02,30.37,6429,4.449,0.942,14.291,172.7,2274
0,2.069415479,5.71941,1.6188e+04,55.45,6640,4.343,1.25,13.681,1148.3,1768
2,1.817079849,0.889,2.0460e+02,1.39,5808,4.503,0.963,15.591,10.8,1454
0,8.04963472,6.00488,2.7965e+05,95.98,6698,4.171,1.485,13.831,5246.5,1247
0,11.57894687,4.6373,2.9974e+05,58.32,6028,4.355,1.014,15.003,2456.3,869
0,1.47258471,4.76885,2.2401e+05,123.25,7360,4.008,2.024,14.206,741.5,2705
2,5.15998178,3.356,4.1240e+02,19.07,3900,4.727,0.534,15.949,9.9,574
0,4.446459958,2.558,5.6638e+03,36.15,5615,4.504,0.893,14.735,178.3,1030
2,23.3787733,6.76,7.6000e+01,0.92,6210,4.424,1.054,13.853,8.1,694
2,15.09984259,0.222,4.8480e+02,4.11,5191,4.615,0.65,15.37,6.7,576
0,8.207257515,4.23835,3.9130e+05,46.82,4859,4.637,0.621,15.3,1748.3,650
0,498.68845,17.88,5.4830e+02,2.44,6184,4.448,1.038,15.166,9.4,246
0,1.22775105,1.602,3.2760e+02,1,4551,4.713,0.56,15.715,20.3,1094
2,15.3416245,2.126,2.6960e+02,1.3,5061,4.504,0.814,14.813,9.2,605
2,21.980467,4.78,9.6000e+01,0.92,5573,4.418,0.936,13.852,10.1,625
0,7.214721393,2.36464,4.6802e+04,16.79,4705,4.696,0.552,14.853,582,630
1,8.15275885,1.746,1.6536e+04,2.44,3327,5.113,0.189,17.475,9.2,305
0,3.18740907,6.19,1.3750e+02,0.81,4808,4.589,0.715,16.153,9.2,919
0,10.23273611,1.55,,,,,,11.614,,
0,0.962815183,2.581,2.0700e+01,1.12,6638,3.792,2.445,12.876,12.1,3152
2,7.23524221,2.685,6.0000e+01,0.82,5574,4.354,1.065,12.639,15.2,948
2,10.72900793,0.696,4.0430e+02,1.78,5375,4.541,0.876,15.188,10.1,722
2,8.19619768,2.109,1.9740e+02,1.55,5323,4.378,0.995,15.188,9.3,851
2,5.215752,1.13,4.6800e+01,0.83,6202,4.422,1.122,12.692,5.1,1156
0,0.696290095,3.839,1.2050e+02,12.63,5904,4.543,0.867,15.034,19.4,1969
2,10.0714369,6.891,4.9500e+01,1.98,5768,3.633,2.81,13.472,10.8,1362
0,0.62240698,1.186,1.5580e+02,1.63,6661,4.341,1.29,12.92,10.2,2663
2,4.37198905,2.177,1.0370e+02,0.93,5823,4.489,0.919,14.701,9.9,1085
2,6.72876606,2.277,1.1740e+02,1.03,5823,4.489,0.919,14.701,7.8,940
0,24.09002065,11.0494,6.7822e+03,9.39,5354,4.495,0.804,14.94,252.3,551
0,4.4158933,1.155,1.9110e+02,1.42,5977,4.473,1.022,15.417,5.8,1138
2,3.09383248,1.576,3.7370e+02,1.32,5327,4.646,0.681,15.896,9.7,998
0,2.666961614,2.4774,7.5834e+03,40.68,6609,4.484,0.974,13.968,249.5,1469
0,1.17430183,9.587,6.4500e+01,2.22,7537,4.007,2.145,12.08,13.5,3020
2,14.05652256,2.56,,,,,,13.697,,
0,15.03946452,5.39796,6.6877e+04,51.71,6410,4.329,1.178,13.623,1133.5,877
0,3.693951168,2.2534,2.8290e+04,20.88,5968,4.534,0.881,15.286,173.2,1148
0,1.05680287,5.748,8.2300e+01,0.83,5584,4.532,0.885,15.87,10.9,1633
0,0.787122102,3.0999,5.9680e+02,20.76,5210,4.528,0.799,15.626,57.4,1655
0,2.15045295,4.453,1.6910e+02,24.27,4899,2.356,18.92,11.359,25.8,4340
0,0.561524348,3.336,3.4100e+01,0.43,5919,4.55,0.715,14.564,15.7,2050
2,315.0771719,10.31,,,,,,15.341,,
0,1.21607873,4.686,2.9400e+01,1.92,6234,3.741,2.5,13.333,11.2,2803
0,38.49536985,12.8716,9.3327e+04,124.34,6050,3.823,2.345,13.173,201.9,824
0,4.18224416,6.209,5.7200e+01,1.07,6057,4.392,0.999,13.732,13.8,1206
0,0.643002821,1.02608,2.6715e+03,36.82,5681,4.315,1.036,14.984,295.6,2188
0,1.95119541,1.907,5.9700e+01,0.47,4936,4.681,0.628,15.105,7.7,1050
0,53.220417,17.7344,7.2895e+04,55.22,5653,3.905,2.057,13.613,4563.5,655
2,8.0018897,3.425,1.0270e+02,0.9,5830,4.54,0.876,15.032,9.8,864
2,383.85362,9.76,4.2290e+02,2.78,6675,4.341,1.293,15.232,7.5,314
2,2.564012541,0.9433,2.5519e+03,7.27,6274,4.139,1.428,14.121,5.3,1720
0,0.71538172,5,,,,,,14.67,,
0,2.264471713,7.1803,1.8743e+05,102.12,6782,4.014,1.752,13.983,873.7,2103
0,18.3602239,2.352,5.7460e+02,2.04,5713,4.551,0.856,15.703,12.4,637
2,5.21395046,3.188,7.8500e+01,1.24,5529,4.123,1.412,14.43,8.6,1201
2,24.996068,5.623,6.2170e+02,2.4,5761,4.492,0.956,15.183,9.4,604
2,8.9429645,1.803,2.3350e+02,0.89,4183,4.655,0.594,15.537,7.2,536
0,281.509095,40.963,5.9487e+03,85.77,4797,2.632,10.709,10.974,182.5,685
2,2.405625303,0.6283,1.6350e+02,1.11,5450,4.573,0.83,14.709,12,1180
0,3.258249472,2.6358,1.6435e+03,79.23,6712,3.859,2.361,13.059,202,2057
0,552.8295063,16.0851,2.6630e+05,56.89,5956,4.403,0.929,14.973,942.6,229
0,0.773595312,0.781,9.3000e+01,0.96,5973,4.506,0.935,14.882,13.2,1976
2,0.7735301,1.335,1.8540e+02,1.87,6296,4.217,1.35,14.752,14.2,2474
0,533.6593,12.81,5.3350e+02,1.92,5695,4.556,0.839,14.931,7.8,205
2,2.42186898,6.22,,,,,,13.583,,
0,44.82732381,6.86103,2.3712e+05,429,5160,3.568,3.279,11.56,4484.5,779
0,7.535894184,8.3059,1.7213e+05,24.64,4969,4.736,0.537,15.398,1446.7,642
0,0.562498925,0.6743,4.2010e+02,2.88,5638,4.437,0.933,14.792,44.1,2129
0,0.755049082,2.09643,2.6068e+04,30.47,5242,4.64,0.622,13.276,683.7,1551
0,1.012694226,3.6017,1.0850e+05,42.51,6487,4.292,1.233,14.713,185.1,2230
0,10.303356,5.98633,5.2007e+05,69.66,5497,4.423,0.9,15.177,2039.1,787
0,2.214029545,5.64264,3.4911e+05,94.23,6604,4.178,1.526,13.3,2680.5,1894
0,2.441988077,3.94526,9.5344e+04,90.39,6078,3.874,2.059,11.535,1174.5,1993
