tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_tmag,st_teff,st_logg,st_rad,pl_eqt
2,11.7248927,5.928,8540,8.72604,12.9363,5980,4.56,0.91,1056
1,,8.943,4240,10.9718,10.6693,5822,3.97,1.75,808
2,3.5104148,2,308.8285985,1.328654,9.3626,4020,4.438,0.639371,723.3731892
2,,4.646,21624,11.1787,12.7296,4490,4.55,0.74,405
2,8.1484094,3.168587,13497.60712,10.1405034,12.4329,5320,4.52,0.873132,789.8623006
2,16.7224532,4.223,11640,9.46753,12.646,5560,4.54,0.88,721
2,6.6857865,2.896,6690,9.65352,11.6417,6144.3,4.4,1.13,1008
2,,8.475,5180,12.0956,10.8209,6421.5,4.12,1.64,1011
2,16.4452725,3.038,11810,9.85518,12.7024,5278,4.51,0.88,566
2,31.9919595,8.8239957,13054.05472,,12.7022,5780,4.438,,574.154107
1,94.0997954,4.8738442,20525.12011,14.5890881,12.0294,4696.7,4.54,1.0143,421.2871907
2,2.9103781,3.606,1480,12.2597,10.597,7340.8,4.09,3.5,2282
2,0.985586,1.5285482,1343.338776,5.2012051,11.5606,5799.4,4.11,1.38013,2118.846545
0,20.186539,1.866565,1006.041833,3.283981,9.8343,6101,4.48196,1.01859,696.8959687
2,12.7187255,3.1582562,1144.178907,2.5924633,8.2731,4036.3,4.65,0.661076,477.2453303
2,22.0819969,3.073,1019,2.28729,8.2731,4036.3,4.65,0.66,435
2,1.4118418,2.702,520,8.14924,9.9048,7839.6,4.13,3.52,2858
2,4.1133928,2.7670768,24315.26529,,14.9801,5780,4.438,,1137.562745
1,7.5427509,6.4481914,3098.306666,10.8099759,10.8165,6349.8,4.11,1.86619,1331.039395
0,21.0689935,3.7404027,3392.770075,15.3646915,10.7607,5441,4.41,1.98859,952.5129011
1,7.9940367,4.271047,404.6194381,2.5576021,8.90594,5846.29,4.26525,1.25324,1022.986578
2,2.1811989,0.428,2300,18.7156,11.8215,6125.96,4.17403,1.46,974
1,2.3114203,2.7479753,14975.19867,13.1879107,11.302,5785.79,4.39543,1.07008,1418.56206
1,8.5234958,2.444,18942,12.0756,10.0471,5238,4.54438,0.84,676
1,1.4468993,0.779,549,4.98711,10.0471,5238,4.54438,0.84,1719
2,4.8580501,5.7405699,11067.0819,,11.732,8303,4.438,,1545.949463
1,2.8126485,2.8737522,13994.06254,12.0658006,13.7426,5700,4.39704,1.00957,1269.891815
0,9.0702531,1.9063647,3806.195338,5.7395383,10.7757,5509.1,4.52,0.916742,827.1534677
2,5.436841,2.335,2660,7.79881,11.7664,7980,4.37685,1.49,1355
2,2.3701119,1.8215643,2049.026346,3.0793796,11.8762,4007,4.56359,0.684741,847.8780456
2,8.3848067,4.5181283,11925.64176,11.5945537,11.8225,5757.5,4.29,1.02264,936.3549718
0,6.2636501,5.3639991,7043.278481,17.7665063,10.5484,6969.2,4.17,2.04438,1574.660202
0,16.0475029,3.334,13630,19.3344,11.1169,6337.5,,1.6,725
2,8.0149323,4.6198374,4426.468912,9.5021286,10.7003,5886.2,4.25,1.3302799,1078.778438
2,9.8302309,4.0164674,5116.722044,27.5606205,11.2047,6683.6,,2.86532,1594.5663
2,17.7859152,4.2520718,6535.866428,12.0078948,11.6919,5834,4.25,1.38395,805.3455558
2,4.2002507,2.627,25670,14.9915,13.1141,5709.9,4.53,0.91,1093
1,24.7373412,2.069051,6560.492087,1.8439453,11.2991,3131,5.05701,0.215535,157.0898896
1,3.7779418,1.4759325,3469.450739,1.5659937,11.2991,3131,5.05701,0.215535,394.3844097
2,3.5511203,2.634,19660,13.8379,13.5328,5321,4.42,0.98,1117
2,2.7754004,3.142,8510,15.2778,12.1504,5905,4.05,1.62,1553
2,4.0483695,2.896,12060,13.766,12.5945,6054,4.3,1.24,1256
2,5.0182311,2.301,16210,13.248,13.3848,5487,4.41,1.02,907
2,3.7257237,2.38162,8787.479554,11.5792771,12.4683,5698,4.33,1.1429501,1237.032256
2,3.9704457,3.7793044,3689.478136,11.7222736,12.3642,5840,3.9,1.89732,1588.939866
2,4.2102425,2.9567547,9271.062812,8.4263554,13.0599,4927.6,4.52,0.816613,900.6689155
1,5.9839451,5.3886513,3826.43755,10.7016592,11.7489,5609,3.96,1.71761,1278.936805
2,3.4843271,3.522,10320,15.9782,12.104,7250,4.26,1.57,1799
2,13.1147744,4.318,3890,9.79059,11.1769,5496.1,4.04,1.54,871
1,18.3877081,6.405153,1191.028319,6.3790962,7.0286,6382.7,4.05,1.76557,972.3814218
1,2.9887654,2.9847247,15493.94904,14.0699828,11.9775,5639,4.34,1.12141,1307.243508
0,6.0027375,4.164,6100,8.72806,10.5284,5633,,1.08,
2,3.5985851,4.015,6710,11.8109,13.258,6303,4.21,1.45,1678
2,4.5815438,3.367,19550,15.1889,13.1657,5525,4.37,1.07,1150
2,4.4817684,2.186,21180,19.0204,12.881,6734,4.41,1.25,1137
2,3.1711207,3.6276575,8504.680587,13.924729,13.152,6140,4.18,1.45618,1551.431536
2,3.8229149,3.171,11780,13.5313,12.2323,6166.4,4.34,1.21,1377
2,3.7494409,2.452,4860,13.2544,11.5955,7899,4.16,1.89,1635
2,3.4580018,2.6231719,10218.25584,14.7324849,10.5863,6427.8,4.35,1.2663,1444.339547
1,3.7146478,3.835,12620,15.2308,10.9101,5783,4.21,1.32,1432
0,3.1901569,1.8262867,3648.244246,15.146461,11.0932,6474.57,4.26363,1.98958,1867.79028
1,3.397862,4.502,9960,18.3834,10.8064,6590,4.05,1.83,1870
2,3.5838508,3.085,12480,12.4141,12.9754,5450,4.35,1.08,1253
2,3.0183134,2.78,8960,9.10865,12.4848,5238,,0.93,
1,4.52074,4.175,8520,13.7321,12.0453,6050,4.14,1.49,1440
2,4.6965638,3.056,12380,16.2589,12.731,6502.7,4.25,1.43,1290
0,4.0266483,2.312,754,1.90189,9.8961,5276.5,4.6,0.78,1065
2,9.5835608,2.405,1150,12.6233,10.505,5781,3.89,1.91,1223
1,5.4566563,3.783,4160,10.9408,10.9657,5674.8,4.04,1.72,1230
2,3.587158,1.23,3120,10.0104,10.6713,6495.7,4.26,1.75,1016
1,61.6277,6.401,8878,11.7392,10.7211,5581,4.16,1.07,601
1,2.4238226,2.2484015,16167.17837,12.2562719,12.3993,5410,4.47919,0.93,1235.07535
2,0.7460577,1.754,240,1.77725,9.47351,6162,4.4,1.13,2547
0,8.493027,3.733,20750,20.982,10.7669,6287,4.23,1.41,1104
2,3.4559382,4.21,2840,,10.871,9290,4.08,,1449
2,1.4711386,1.677,839,6.70217,10.3513,6514,3.88,2.19,1836
2,2.682814,0.987,1080,23.5198,10.2626,8528,,5.28,1505
2,3.817421,2.47,1000,3.32507,10.7212,6033.7,4.47,1.02,1336
2,16.2709828,1.835,5870,6.81631,10.9058,4811,4.45,0.87,432
2,3.6039259,3.737,940,9.20389,9.536,7080,3.67,3.05,1846
0,5.73436,1.146,17740,21.0528,10.9766,4405,4.41,0.86,588
2,4.1554362,6.088,1020,11.1924,10.9402,6352,3.44,3.53,2009
1,13.4758478,2.0643913,708.9461601,1.9840882,8.4991,4111,4.6461,0.618173,455.6136246
2,5.3376282,2.143,2060,16.1323,10.276,4825,,3.5,785
2,6.0210332,2.211,7500,18.8835,10.8943,7668,,1.93,
2,7.234064,6.0205683,10621.87355,18.5228447,11.83,6770,4.11942,1.73783,1367.749966
2,1.3326579,1.5960595,37285.60908,11.5968325,13.8995,3947,4.65587,0.594491,953.9400228
1,4.9088819,5.5607357,5548.827963,15.9619759,12.487,6606,3.93691,2.09179,1680.067326
2,20.6006151,1.4716288,12106.67022,8.1782864,10.4767,3821,4.74216,0.494575,347.8112006
2,1.4509175,1.123,7270,20.5418,11.7785,6472,4.37386,1.24,1944
0,2.2338786,3.0400001,318.9211436,3.1159001,9.1251,6422.3,4.10848,1.65992,1913.020111
2,4.724665,4.3082924,6163.288931,12.5337443,13.2247,5385.7,4.4,1.5727,1325.499846
2,1.1645141,1.648221,1828.511982,6.3506237,11.4514,5979,4.29665,1.23369,1959.38875
1,3.3639254,3.3430495,422.0610761,3.0449863,9.03971,5890.3,3.92,1.28018,1387.063658
1,13.0393586,4.9218325,625.5995687,3.3482223,9.03971,5890.3,3.92,1.31383,1007.525683
0,2.1538959,2.1776943,96363.09266,16.0166732,15.8953,3148,4.75166,0.483749,603.8106997
0,0.7320175,2.577,4520,5.16324,13.5294,5458,4.4,0.81,2713
2,13.3572104,4.947,29950,19.2978,13.2303,6636.1,,1.12,988
2,15.2010859,8.2467072,35221.1348,21.1122163,13.1488,6042,4.43,1.0687701,780.2446961
2,4.8103214,3.1996589,16651.53993,,11.457,5860.3,4.3,,1122.327174
2,2.2687617,2.834542,13217.81243,12.4983488,13.2052,5690,4.38,1.0785,1415.667791
2,1.8531628,2.019,34220,13.5946,13.426,5355,4.46,0.68,1418
2,6.3187442,3.504,28370,16.8683,13.1982,4961,4.43,0.98,958
2,8.2500143,3.317,2250,11.8684,12.0635,7386.5,4.2,1.59,1764
2,12.4724734,3.649,23020,12.11,13.2834,4966,,0.79,652
1,11.1452784,1.3947705,566.2736451,2.0671456,8.1345,5302.58,4.53515,0.848675,700.5241733
2,10.3558635,3.548,18740,17.6401,12.9873,5896,4.27,1.26,887
2,2.4125012,1.209,10860,13.7942,13.4394,6190,4.34,1.22,1221
2,1.2207037,2.186,25580,17.4662,13.5093,5991,4.43,1.06,1915
0,0.5474737,1.789,1430,10.9219,12.4978,5073,3.5,2.84,2391
2,3.0235362,2.189,26980,13.178,13.4354,5141,4.6,0.78,1052
2,2.1481182,3.9313069,22124.54439,,13.2317,5876,,,1412.607806
2,3.4562767,2.3613816,20448.88002,10.5605032,12.6082,4404,4.52,0.752032,847.3409174
2,1.0649771,1.425,14670,12.4794,13.4702,5427,4.45,0.97,1773
2,0.8715953,1.271,6610,10.5535,13.3024,5969,4.31,1.21,2291
2,11.4856846,4.6321783,11370.15131,16.3774861,13.1508,5893,4.16,1.42198,971.1166682
1,0.5568095,0.9712066,45140.53504,9.6870229,15.6198,3116,5.06043,0.439738,999.3239856
2,9.7130596,1.661,3540,12.3196,11.786,6125.1,4,1.88,1027.453091
2,6.6314357,2.5431694,10550.90777,13.188691,12.4487,5752.2,4.4,1.07899,996.3968565
0,0.907105,1.711,1430,7.82059,12.4537,6164,4.4,1.13,3617
2,18.1960491,4.8596477,2203.324531,8.8304863,11.6886,7811,4.25974,1.67013,1575.32697
2,,4.8897805,2801.224759,5.8424203,10.9648,5349.16,4.438,0.95524,682.459665
2,7.4547813,7.1681685,2508.586284,14.5247965,11.2581,6502,3.65751,2.8327301,1684.478499
2,3.1054901,4.8079092,6155.775098,15.7521647,10.9786,7176,4.13,1.90224,1824.892721
2,0.152076,0.5,105147.4656,,15.8445,5780,4.438,,2710.2657
2,3.9299344,1.2628875,2252.035492,,11.1671,5780,4.438,,1154.9502
2,15.3281169,4.1138054,30096.53399,16.4071897,14.3693,5417,4.46174,0.943467,674.851116
1,2.21674,3.604,4580,18.2508,10.4614,6250,3.98811,2.66,1864
2,0.9112206,2.003082,71047.56397,7.3931803,15.709,2999,4.95462,0.274907,645.1250281
1,4.880964,1.6120362,3385.552686,9.7354897,11.1897,6309,4.32298,1.27132,1275.808339
1,3.0652926,2.606,11240,13.3524,12.3077,6229,4.34122,1.22,1406
1,9.1720535,7.169,580,9.02881,11.0295,4933,4.438,3.79,1152
2,9.7439744,1.9764395,6711.059057,9.5314099,10.9206,5383,4.438,0.983025,792.4782429
2,1.4436706,2.134,43370,20.6713,12.3956,5465,4.47,0.94,1552
2,0.3125737,0.526,4540,8.09753,13.1875,5202,4.53,0.84,2247
2,0.5136096,0.7873882,3098.804911,7.4237633,13.5231,5270,4.14,1.33222,2437.529367
2,4.773751,1.7107074,11156.34962,14.861327,13.3316,5904.3,4.28,1.2413,758
2,3.375591,3.489,11630,13.2361,12.4752,6408,4.38,1.22,1609
1,5.9242661,2.8894449,11796.33036,9.3440442,11.7276,5310,4.59604,0.846671,845.3828218
2,2.229735,2.044445,6708.444115,12.7809294,13.4404,5913,4.2,1.37479,1652.117113
0,7.3164282,2.235,37130,17.3698,13.3994,4884,4.5,0.83,738
2,2.484912,1.686,7950,,13.3074,6240.8,,,1583
2,0.9270535,1.011,1640,,12.208,6317.3,4.31,,1663
2,2.967599,1.688,10410,8.00413,13.0725,4396,4.52,0.76,819
2,4.7277153,2.5,4000,6.45464,13.2854,5601,4.39,1.05,1039
2,7.7898378,3.095,11390,9.36784,13.5011,5091.5,4.48,0.85,826
2,2.7985528,2.459,12220,12.3741,13.4765,5416,4.33,1.09,1250
2,8.8759249,3.8366417,25757.06882,16.5775949,13.4228,5528.3,4.38,1.02337,879.8492444
2,1.2558789,1.795,22260,14.1053,12.7331,4926,4.43,0.91,1423
1,10.7510107,2.943424,638.0928566,2.3581827,9.45661,5784,4.438,0.918917,787.3911722
1,6.19132,3.4164,345.240264,1.759371,9.45661,5784,4.438,0.929557,981.282679
2,5.0183771,3.218,2500,10.7644,12.1651,5011.2,4.49,2.15,1030
2,3.6257584,2.814,10450,12.2058,13.0533,5606,4.3,1.17,1228
2,3.790687,2.958,15240,12.9604,13.4675,5542,4.41,1.02,1259
2,0.58228,0.691,3170,7.80197,12.7147,6288,4.29,1.32,1832
0,3.9602774,0.884,6193,24.4489,10.1483,5863,4.43,1.04,974
2,2.8456505,2.556,2681,6.4972,10.3716,6112,4.27,1.3,1462
2,,1.445,22040,16.6553,6.9887,5212,4.3,1.11,599
0,7.7517472,3.761,861,11.6856,9.6732,5133,,4.75,929
2,1.1159326,1.013,840,6.17322,10.1782,6859,4.16,1.68,1780
1,6.203496,5.715,810,9.93735,9.9917,4859,,3.98,1226
1,5.7525797,5.4071598,5284.952571,12.7442838,8.93,6180,4.11766,1.70927,1368.47129
2,12.9281223,3.9850989,4105.170525,9.974436,9.5986,6332,,1.39271,899.0560909
0,3.1630387,4.661,1130,6.82612,10.3364,6187,4.26,1.34,3197
2,10.7189647,3.9269424,7404.305981,22.4497849,10.6734,7830,4.07,2.0715599,1453.312043
2,1.9126596,2.178,372,2.2474,8.8448,5601.4,4.24,1.24,1543
2,7.2972359,0.827,3780,13.2402,10.185,6433,3.91,2.1,543
0,1.476869,1.451,2670,13.2219,11.7919,6712,4.28,1.37,2608
2,3.4082154,3.901,10060,16.7879,12.7082,6231.4,4.11,1.59,1637
2,6.4967452,1.8,4930,19.5904,10.8489,5186.9,,1.53,991
2,3.4523955,1.624,13260,10.2673,13.4391,5614,4.49,0.94,957
2,3.8539027,2.906,14520,11.8808,12.4453,5805,4.52,0.93,1225
2,5.066175,6.2992409,1350,7.69012,10.0733,5868,3.57327,2.17,1071.34262
0,0.6293198,1.129,3730,4.46635,12.653,5508,4.63,0.79,1973
2,3.1292868,1.545,7430,12.0419,12.1692,6078,4.25,1.32,1246
2,2.5981987,1.412,14260,11.5397,12.6795,5516,4.49,0.93,1088
2,1.5292851,1.167,2800,12.6875,12.4435,6295.5,,2.21,1392
2,2.4756487,2.461,4370,5.25914,13.2964,4633,4.5,0.8,1179
2,3.4711465,1.606,10070,11.1759,13.322,5593,4.39,1.05,972
2,3.5746058,1.153,6040,11.6965,12.9852,6257,4.25,1.37,936
2,4.0944492,4.233,5890,12.8011,12.4052,5650,4.03,1.6,1438
2,2.1415519,2.989,1060,4.72287,11.3437,5530,4.08,1.48,1693
2,3.4180406,2.242,5200,6.58171,12.6443,5001,4.46,0.89,1049
1,3.6977167,0.9308263,4755.670729,2.942044,12.2958,3607,4.438,0.397924,533.8429511
2,4.1549988,2.873,13830,,10.732,,,,
2,3.8821916,3.126,2670,5.57096,12.5728,5283,,0.95,
2,3.6506781,2.79,20370,12.1655,13.3717,5343,4.55,0.84,1133
2,1.3225635,1.683,13750,11.5804,13.3201,5388,4.44,0.97,1493
2,1.6375324,1.665,11120,,12.575,5095.6,,,1274
2,0.5566811,0.473,3250,13.2433,13.0494,5200,,1.7,1398
2,6.409365,1.707,11300,12.1252,12.4762,6191,4.41,1.12,788
2,4.3169755,4.523,4670,10.9284,13.1506,5683,4.03,1.61,1483
2,3.270563,1.682,9670,,13.3713,5219.5,,,929
2,5.8259928,2.442,12800,14.0157,13.0583,4964,4.19,1.2,809
1,5.6605693,1.6631704,3856.106085,2.4070872,10.4981,3551,4.83982,0.374358,452.8709226
1,11.3795653,2.2350305,3147.046174,2.2539464,10.4981,3551,4.83982,0.374358,358.827663
1,3.3601377,1.413245,972.9589363,1.1843718,10.4981,3551,4.83982,0.374358,538.8593825
2,4.6636858,2.604,11110,12.5117,12.0698,5720,4.32,1.16,1080
2,2.169466,1.653,1780,5.81205,12.5257,5823,4.2,1.35,1402
2,1.9422802,2.768,8140,15.1178,13.0115,6950,4.21,1.6,2056
2,6.1735306,3.163,12950,11.2676,13.3652,5435,4.45,0.96,967
2,3.6364993,3.509,16700,16.4306,12.7063,6552,4.39,1.23,1557
2,18.010652,4.952,4580,12.5654,12.6139,5740,3.91,1.85,779
2,1.8851834,1.428,5450,17.0369,13.4046,5807,4.26,1.25,1757
1,4.007232,4.78,10360,18.1614,12.1569,6202,4.03,1.75,1664
0,2.3540172,2.36,6660,14.4919,12.5398,6114,4.02,1.74,1548
2,2.3540163,2.416,10020,15.1575,13.0639,6124,4.16,1.48,1551
2,2.4759733,1.0466923,386.7493472,2.8062638,8.4332,6025,4.33135,1.33012,1605.737499
2,10.7448417,3.298,38070,11.9772,13.3942,4701,4.72,0.63,619
2,5.7604868,3.08,14580,14.0917,13.0719,5530.3,4.33,1.12,988
2,3.078479,2.424,5780,,13.0933,5140.1,,,1155
0,1.2434016,0.939,4070,5.66309,12.483,4967,4.6,0.75,1255
1,2.4993895,2.99,10610,12.9239,12.7979,5737,4.28,1.21,1544
2,4.9640641,4.908,4910,13.6926,13.0115,6323,3.95,1.95,1585
2,7.5420435,3.854,7720,9.55159,12.3425,5949,4.42,1.07,1061
0,1.3164901,1.389,3580,11.2218,12.8212,6341,4.04,1.78,1694
2,2.7625084,2.037,16160,10.8143,13.5252,4694,4.48,0.83,983
1,3.3759446,3.538,1270,6.03548,12.0676,5701,3.99,1.69,1514
1,3.3098458,2.2676536,19158.83218,12.4316228,11.7617,4953,4.55653,0.858619,1005.595775
2,2.1473577,2.706,2300,10.0889,12.4742,5834,3.81,2.12,1680
2,4.162733,3.319,12870,11.1057,12.8482,5744.2,,0.97,1265
2,0.708548,0.845,800,4.66694,11.1522,5678,4.08,1.52,1612
2,3.3843865,3.845,10730,16.224,13.3164,5848,4.1,1.52,1533
2,1.4875055,1.874,44400,18.3083,13.1901,5142,4.54,0.83,1349
2,0.1846924,0.386,1390,4.10645,12.058,5958.8,4.57,0.9,2554
2,3.9471513,1.993,16080,18.7538,13.4034,6351,4.26,1.37,1250
2,0.6711626,1.168,2330,12.243,13.0537,5632,3.67,2.43,1904
2,1.7246234,1.979,11820,15.5191,12.7993,5776,4.18,1.37,1557
2,4.0350169,2.108,25420,12.5268,12.263,5240.2,4.64,0.75,934
0,0.7418594,1.5026958,2983.625732,6.0238347,11.481,4304.6,4.57,0.66174,1330.621148
2,2.5082498,1.393,16210,20.6073,13.4848,5909,4.11,1.51,1124
2,0.9953936,2.238,280,1.35321,9.92029,5697,4.6,0.84,2263
0,0.7029205,1.325,2480,7.51559,12.0195,6699,4.18,1.6,2438
2,3.7170532,3.751,7220,15.999,13.2843,6065,3.94,1.9,1522
2,4.5879078,3.464,2040,5.59491,12.6746,5785,4.26,1.25,1299
2,1.9663653,1.637,29670,13.2267,12.95,4687,4.58,0.74,1033
0,3.4771921,2.002,3250,11.1486,10.9521,6539,3.99,1.94,1263
2,3.3328544,6.488,2300,13.2674,12.5745,6272,3.6,2.91,2252
2,1.5174038,1.635,14220,,13.5607,,,,
2,3.1474843,0.913,5640,12.7493,11.9013,5102.2,4.68,0.7,940
0,0.5417947,1.1716379,537.9244902,2.8738733,10.4929,5181,4.54631,0.807298,1836.853758
2,0.5348968,0.504,6240,5.99059,13.2633,5414.2,4.88,0.58,1329
2,2.9884191,3.575,12890,16.3009,11.7299,6636,4.29,1.4,1777
2,1.2541679,2.294,11170,,13.5917,4882,,,1661
0,1.1472535,1.789,4090,17.228,13.3574,9742,4.01,2.59,3147
0,0.787177,1.515,1350,,11.4746,4899.5,,,1770
2,1.7932884,3.299,16170,22.7665,11.9685,7122,,1.74,
2,4.9208778,3.888,5680,12.4437,11.9063,9668,4.39,1.65,2170
2,0.5209929,1.101,8570,18.4513,12.8494,6116.2,3.89,2.01,2251
2,4.7838171,2.035,10210,11.571,12.8401,5688,4.36,1.1,964
2,6.9724832,5.156,4110,18.9679,11.3789,7616,4.02,2.16,2379
2,0.9195617,1.153,9180,8.69931,11.0611,5616,4.3762,0.82,1913
2,6.8204309,3.723,12560,,11.8145,,,,
2,7.4710819,2.511,24880,12.8097,13.4603,5262,4.57,0.81,741
2,4.9197461,3.023,10380,12.6447,13.1606,5822,4.3,1.21,1134
2,1.6281719,2.128,12020,15.3377,13.4585,6020,4.22,1.35,1694
0,0.9422588,1.46,1060,3.75015,12.2082,5544.7,4.37,1.07,1824
2,3.3187528,1.96,6490,9.77184,13.2899,5709,4.28,1.21,1121
2,1.5622382,1.676,3230,18.0467,12.2592,4801,,3.08,1282
2,3.4813976,2.694,21800,20.9129,12.6603,6704,4.3,1.4,1426
2,4.5302876,2.713,22840,12.3919,13.1915,4693,4.5,0.81,877
0,1.5971584,3.429,5070,17.7465,13.205,6033,3.86,2.06,3090
0,4.8000953,1.9968681,5241.067748,17.0718101,10.6559,6366,4.16217,1.58083,1449.528089
0,0.4405893,1.075,1850,6.74949,12.8004,5643,4.1,1.48,2317
2,6.1214801,3.861,17560,17.6327,13.2221,6356,4.35,1.24,1445
2,3.9072351,3.366,14650,13.9055,12.4325,6294,4.42,1.13,1420
2,3.9980153,3.793,5420,,11.996,,,,
2,2.276734,1.832,3620,10.8605,12.6918,6494,4.06,1.78,1479
2,1.0191022,1.228,2230,7.10309,12.1304,6865,4.24,1.53,1955
2,7.2748135,3.779,15010,17.4324,11.7351,6792.7,4.24,1.4,
2,0.934057,1.318,620,13.4544,11.1649,5023,,5.19,1668
1,1.5080197,1.032,1790,3.01287,11.3676,4008,4.6,0.66,855
2,3.08858,2.214,17060,,13.4832,5381,,,1112
1,3.9934418,1.9693065,5801.895716,4.2556645,11.7315,3748,4.7573,0.523113,587.9229796
2,4.5697688,3.369,9780,17.1535,13.2389,4976,,1.7,1054
0,3.8454384,4.736,4590,13.6848,12.4432,6733.4,3.98,2.02,1870
2,2.8504334,3.768,23800,,12.8662,6293.8,,,1811
2,0.5993364,1.024,2180,14.3367,12.993,6232,3.62,2.81,2117
2,4.4430866,1.787,8800,21.1475,12.627,4926.5,,1.54,1027
0,3.7804749,3.615,22150,17.9247,12.9127,5112,4.56,0.81,1497
2,3.4590552,3.001,8820,17.1001,13.3684,7911,4.19,1.83,1845
2,1.9297769,1.701,4540,7.58229,13.3742,4856,,1.14,1169
2,4.4445101,2.737,16730,14.6892,12.3409,6288,4.42,1.14,1202
0,2.9038027,3.511,5860,13.4427,12.4889,6570,4.21,1.51,2409
2,0.299039,0.7218103,5780.666482,2.5153001,13.1672,2955,5.13527,0.300639,944.4983346
2,4.9062135,1.671,7400,17.7815,12.8475,7169,4.08,1.92,1108
2,2.7636665,1.279,6370,5.94208,12.9395,3868,4.57,0.7,673
2,4.8680805,4.7630352,39314.87918,,13.3612,5250,,,1075.448223
2,2.3044132,3.102,20290,22.8234,12.373,,,1.55,1460
0,0.2573207,0.629,1330,4.81101,12.428,5784,4.38,1.09,2349
2,11.5054399,2.459,15910,,13.099,5251.2,,,665
2,3.7576217,4.483,7680,16.0563,13.3318,5605,3.88,1.89,1539
2,4.3217658,5.515,2640,12.7289,13.425,5139,,2.5,1557
2,4.0646554,2.813,7700,8.30577,13.4177,5647,4.5,0.93,1173
0,3.0071496,4.461,3310,8.05598,13.0632,5906,4.14,1.45,1848
2,11.4707838,3.698,1575,1.86599,10.5012,4140,4.46332,0.73,653
2,2.3341583,3.553,10070,20.0937,12.273,6901,4.04,1.93,2095
2,3.7482756,4.989,5010,14.0065,12.7587,6425,3.94,2.02,1864
2,7.1185659,1.734,3920,12.5411,12.3337,5945,3.92,1.9,749
2,0.3559702,0.523,2320,6.23347,13.2886,5562,4.36,1.08,1977
2,4.7654865,4.43,6120,14.441,13.0577,6151,3.97,1.85,1484
2,3.6337247,1.763,15330,11.4562,13.4809,5325,4.51,0.88,927
1,4.808498,1.405,11010,15.0839,11.916,5449.5,4.13,1.38,797
2,4.2380604,3.385,13070,13.0206,13.194,5798,4.35,1.13,1292
2,3.994474,4.436,14090,18.9963,12.8054,5931,4.06,1.61,1524
2,1.4367914,2.178,23180,16.9266,13.1811,5873,4.4,1.07,1742
2,10.1843061,1.7293131,839.9896915,2.4497061,9.9955,5454,4.59104,0.782681,708.2266596
2,7.7538288,3.454,6560,9.7807,12.18,5504,,1.17,937
2,5.4139736,2.952,8400,15.5249,13.4242,5425,,1.71,1020
2,3.5266608,2.105,1320,5.79479,11.526,5668,4.35,1.58,1171
1,1.962292,2.935,20910,17.4523,12.0753,6384,4.41,1.16,1882
2,4.8033954,0.9062451,867.1363349,4.4901713,8.9118,5913.9,4.12,1.50621,1339.203285
0,12.4498835,5.45,1827,20.0559,10.1015,8469,3.96,2.51,2408
2,11.4045112,3.947,760,4.0961,10.0524,6334.6,4.2,1.47,992
2,3.9919157,2.938,535,2.45988,9.6854,5645,4.32,1.14,1264
2,9.4453763,2.659,863,1.77547,9.9139,4853,4.69,0.66,669
2,3.1660849,2.6922287,5175.032069,10.333405,10.9095,6225,,1.3377,1403.26344
2,5.5765364,2.3140477,642.4206976,4.5613031,10.5041,6002.18,4.12354,1.52031,1293.308487
2,8.4035706,3.906,490,2.0563,9.0397,5910,4.42,1.05,1070
0,5.5553784,2.256,1050,13.2411,10.7217,8058,3.57,3.79,1357
0,3.0750728,2.219,510,3.62818,9.6913,6888,4.25,1.52,1545
2,4.5654898,2.3029332,8572.202413,14.6507235,12.4783,9162,4.51,1.39742,1789.407143
2,5.479335,4.7009896,9196.343796,15.1849562,11.1664,6332.7,4.2,1.5307699,1402.990851
2,3.4044402,1.895,7190,15.4118,13.2181,6097,4.01,1.75,1137
0,3.059168,4.992,7610,13.504,13.2864,5657,4.37,1.08,2502
2,6.2804387,3.263,10240,9.96788,12.1234,5900,4.48,0.98,1071
1,4.0397189,3.655,15110,14.2282,11.3944,5758.5,4.27,1.14,1515
2,4.3905983,2.3792658,8720.930411,25.8544805,11.6805,5796,4.12,1.96701,1621.656032
1,56.0045056,10.4337079,767.9192527,4.6074444,8.9387,6321,4.22436,1.41189,596.6666471
0,31.32312,1.541,385,2.00987,8.9387,6321,4.22436,1.41,549
1,84.2607645,10.925059,440.1660616,3.4359102,8.9387,6321,4.22436,1.41189,520.7120401
1,22.8909855,2.465657,253.4100012,2.5594629,8.9387,6321,4.22436,1.41189,803.9912632
2,13.3454771,3.135485,24630.38571,12.027246,13.2795,5448,4.7,0.720183,619.9102437
2,0.2856701,0.297,1990,13.6948,12.9152,5606,3.81,2.04,1571
2,2.8798613,4.111,4820,11.5292,12.8504,6086,4.04,1.69,1869
2,4.7962078,3.328,21130,,12.1195,8083.5,,,1813
2,2.2087864,4.045,4710,13.7924,13.0931,5827,4.23,1.3,2901
2,5.9492615,4.304,7490,11.6197,13.0215,6041,4.22,1.36,1284
2,1.9275568,2.621,39070,,12.8565,9168,,,2518
2,5.3393042,2.965,2610,7.70059,11.1865,5857.2,3.94,1.49,1139
0,4.6141256,1.566,4920,10.7957,12.9858,6888,4.37,1.33,1001
0,1.1468708,1.3965477,2762.627598,11.7343018,11.6079,6755,4,1.99145,2702.390069
