tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_tmag,st_teff,st_logg,st_rad,pl_eqt
1,4.6955986,2.1638721,1969.101717,2.6626375,11.7602,3719,4.76941,0.512361,552.5039779
1,7.1024749,2.7542652,1317.715762,1.9895244,11.7602,3719,4.76941,0.512361,481.3147406
2,7.7103227,4.406,6083,8.52513,13.1227,6617,4.42,1.2,1253
2,3.4714821,3.245,9502,13.2477,12.716,6604,4.28,1.41,1585
2,5.8778295,3.392,1326,11.2784,11.5555,5965,3.43,3.34,1174
2,6.5479496,2.331,988,2.28629,12.1821,4853.5,4.61,0.73,878
2,23.136755,7.179,2514,9.05398,11.2405,7723,4.08,2.04,1102
2,8.6243051,5.584,9216,16.2074,12.363,7944,4.39,1.47,2076
2,3.5171227,2.327,4327,14.6605,12.3531,6386,3.88,2.16,1343
2,2.231293,1.796,16216,15.38,13.4658,6356,4.38,1.19,1391
2,4.140097,2.896,40878,16.9028,13.4986,5359,4.57,0.82,1056
2,8.0136668,4.056,7657,11.825,12.4865,5831,4.17,1.4,1036
1,4.7359232,7.0819612,2338.874556,13.5752589,7.3212,5370,3.72765,2.7871499,1186.425806
2,16.9356875,3.256,2618,3.59731,12.392,4758,4.62,0.71,633
2,1.9647786,1.586,60692,15.9566,14.85,3314,4.62,0.64,696
2,3.3421583,1.284,14573,16.3017,13.0934,6022,4.15,1.46,944
2,4.8332515,4.323,5964,14.6312,12.7886,6431,3.9,2.11,1528
2,42.7305626,5.591,2711,4.03815,12.5687,5247,4.56,0.83,499
0,3.9525732,2.378,857,,10.4263,4536.1,,,
2,17.7505864,5.578,1395,4.72963,9.56062,6967,4.34,1.38,999
2,3.9963956,3.878,635,3.52475,9.65566,5684,4.08,1.52,1451
2,20.86399,5.624,1040,3.8434,9.99685,6153,4.35,1.2,821
2,5.9867942,0.904,1170,10.5818,9.7664,6336.4,4.26,1.37,1040
0,14.066109,3.4744355,16514.0483,21.5662738,9.1116,6157,4.20407,1.47641,897.0581591
2,20.3292125,6.584,10524,14.2065,10.0252,6500.6,4.32,1.37,994
2,30.5055627,6.967,1773,5.65993,10.0252,6500.6,4.32,1.37,1074
2,8.9965133,2.842,988,4.26079,10.0252,6500.6,4.32,1.37,991
2,,6.426,1437,5.18833,10.0252,6500.6,4.32,1.37,826
1,5.0569708,3.401,795,5.09264,9.60892,5818.9,3.95,1.8,1227
2,3.8388774,2.391,350,1.94873,9.1993,5745,4.44,1.01,1222
2,,2.623,1000,2.4364,9.1129,4859,4.59,0.75,775
2,9.5160627,1.832,487,17.807,10.1032,4481.6,,8.18,610
2,6.8672313,2.858,732,2.31017,10.1763,5564,4.51,0.91,928
2,12.9587054,3.598,1007,2.49711,10.1763,5564,4.51,0.91,780
0,0.8219599,2.147,17968,,10.318,3866.3,,,1519
2,4.0610981,1.964,558,2.57627,8.5861,6193,4.38,1.16,1165
2,5.6494351,5.214,200,3.74551,8.641,5764,,2.95,1448
2,7.3120981,1.428,1655,3.45268,10.2443,5159,4.57,0.8,771
2,7.4760689,1.5699592,1443.030563,14.1742091,8.8252,6680,4.20036,2.3351099,1628.890124
2,2.9852193,3.7760499,12776.05708,17.0487122,12.0054,6116,4.15621,1.48347,1593.802431
2,10.5789534,2.8444195,1530.587817,3.0009044,11.7085,5164,4.61221,0.765045,663.5380216
2,0.2939493,0.5422359,746.4231884,0.9372852,10.8861,3359,4.89202,0.33188,1113.594144
2,,7.1157207,3065.815971,5.6562862,10.594,6487,4.438,1,292.3683615
2,,18.1537085,1602.380173,9.531746,8.03278,6534,3.84827,2.2886801,334.1617606
2,735.797917,5.9484218,479.47449,2.7674128,8.89177,5972.63,4.28725,1.24541,229.2824174
2,,16.657231,789.17357,4.5545799,8.43041,6477,4.16898,1.56674,435.8924938
2,,6.6621453,5126.833712,8.6506071,12.122,5952,4.32279,1.19221,745.2922434
2,718.652003,14.6548943,479.4666113,3.447372,8.3408,6002,4.1943,1.3949,245.2512392
2,731.9966539,2.892543,16102.96899,10.6774533,12.0742,4722,4.55866,0.756773,451.7617145
1,1.6289322,0.809276,2512.119245,1.2145664,10.8372,3202,4.86375,0.226407,545.7126746
2,,22.9026501,2389.518652,9.3912424,8.8855,7271,4.15114,1.7819099,309.0841804
2,,2.4755873,1566.584035,3.1919762,10.3852,4713,4.49053,0.815268,514.1135268
2,,6.6644694,1352.280909,6.3590858,9.61487,8450,4.31188,1.67454,296.7016455
2,19.7468103,7.1658967,276.3656087,2.6201221,7.2861,6439.2,4.25521,1.4073499,853.059369
2,,5.1715272,12885.3672,11.6792669,12.6973,3907,4.59828,0.663933,507.4140128
2,,5.4653921,1323.09287,6.1245707,9.40853,6608,4.32886,1.3326,284.4204055
2,22.6957088,5.3266755,309.0178416,2.2731788,7.848,5988,4.28183,1.2555,735.4942881
2,5.4496736,0.203,917,8.32098,10.4679,6760,4.21,1.57,334
2,3.4268387,1.288,844,2.12571,8.8688,4794,4.55,0.77,867
2,2.3170053,1.122279,1719.097173,4.4811227,10.7742,5542,4.438,1.0432,1330.045075
2,4.3787302,3.827504,30199.26841,21.696241,11.3425,6159,4.37691,1.22606,1285.000946
2,4.3816966,5.601621,2801.318247,10.8739335,10.6264,6875,4.01141,1.99491,1750.88813
1,3.7783401,2.82963,24582.41171,13.8305377,12.0491,5443,4.54284,0.863922,1033.057966
2,4.243624,3.8869543,2634.016886,5.7584838,11.3648,5372,4.438,1,1046.336295
2,3.8568001,2.858704,23589.85874,12.9539382,15.331,5009,4.49886,0.849464,957.5698373
2,2.7086444,2.1554708,25164.5812,13.966554,13.6702,4848,4.47567,0.851167,1052.326205
2,10.7715898,4.2203793,947.4340655,4.1568836,10.2692,6055,4.38226,1.1335599,901.9156818
1,4.1661265,3.7000327,15441.36066,14.5365629,10.2748,5883,4.34,1.15599,1225.663777
2,3.4414188,3.0026348,7380.934257,12.4943419,12.3872,5965,4.16451,1.43051,1468.844243
2,4.9594992,1.2463603,2778.737264,4.6274347,10.6834,4900,4.45095,0.881258,882.7883176
2,4.1287427,2.7601938,12670.85122,12.0296829,12.7602,5377,4.34978,1.06754,1105.30567
1,3.9451359,2.424,841,2.51666,10.1755,5581.9,4.13,0.99,1146
2,761.7092276,7.6296016,545.0105734,2.5578976,10.2969,5599.17,4.37676,1.06775,200.1058511
2,904.5347981,22.1692458,603.0604952,2.7306626,10.2969,5599.17,4.37676,1.06775,238.0808322
2,,15.1057104,183.6559789,2.9487289,8.6235,6649,3.92964,2.1245999,340.3959342
2,,10.7778244,3281.168556,8.3655782,11.1163,6047,4.21587,1.36681,937.2342699
0,2.9932591,4.7371329,3363.969159,11.8414052,10.3313,6106,3.91186,1.9654,1829.875218
2,3.9759251,2.4026632,31337.46873,13.4485221,13.7846,4693,4.54081,0.769415,859.627962
2,,8.6668849,2315.442436,7.637469,10.3541,6118.81,4.11275,1.56229,776.545194
0,3.6859958,5.1972226,12982.72146,23.322957,10.9988,6731.3,3.99257,1.99719,1829.517289
1,,14.6473924,2626.770489,8.1052869,7.7897,6613,4.23,1.4927,949.6742375
2,,12.9674227,6318.073058,12.8973379,7.7897,6613,4.23,1.4927,268.850026
2,,3.6676275,1168.787806,2.6737151,10.4795,4677,4.56264,0.750312,476.4791808
2,5.322002,3.193,955,3.84201,10.4012,4716,4.56,0.75,976
0,0.579398,1.64214,1324.07712,5.759676,11.1557,5688,4.48774,0.950534,2093.081072
2,15.5177539,1.2572404,3717.316513,9.4825825,12.2301,6314.93,4.18108,1.49694,942.3827039
2,10.018102,2.6562286,1791.212435,12.3167818,11.3908,6697,4.21,2.0266299,1313.418019
2,2.1874712,6.154356,768.888544,3.3333783,12.9757,4454,4.59483,0.698505,959.6369543
2,49.6178223,14.0758927,88.0818849,2.4730956,8.4379,5494.7,3.63775,2.46205,744.9095545
2,2.8607384,1.8963897,928.4712689,,10.746,5780,4.438,,1283.953728
2,6.8275101,3.2903924,1559.477021,5.0896772,10.746,5780,4.438,1,960.7741393
2,8.4457042,1.6861879,3848.717917,21.1100738,10.2734,6392,3.5,2.8927801,1642.585482
2,7.5757446,1.8699103,3661.669603,12.6097244,8.239,8044,4.17155,1.89254,1513.161507
2,3.8347282,3.4951108,1112.338876,5.6648123,12.3332,6088.34,4.09655,1.58202,1509.42651
2,4.2290856,1.8943522,2605.430842,1.915198,12.8676,3264,4.90343,0.320782,440.4658878
2,2.3477336,1.8624266,182.9434914,1.0903541,8.8392,4799,4.66766,0.678033,977.1934094
2,10.1970284,4.694,16111,23.8452,9.1379,7949,4.21106,1.82,1512
2,2.067123,1.9263234,394.2384169,1.5139896,9.7367,5113.3,4.77,0.758633,1127.368201
0,10.3469945,2.5934713,1601.254739,1.0318727,13.0055,3278,4.97813,0.256167,307.2680329
2,1.8987896,1.926234,98.2034719,2.2042465,7.71299,6016.28,3.81004,2.17401,2218.9812
2,2.1538049,1.6541007,137.9312313,0.8814471,7.0276,4944.24,4.58767,0.757603,1088.362835
2,4.7674421,1.321031,4898.621861,1.0365063,14.5913,2824,5.24293,0.125969,275.0676104
2,2.8618782,2.2839791,2450.989996,3.9033641,11.649,4743,4.51969,0.793587,982.3534679
2,4.718569,1.1450785,1734.867395,1.0102426,11.7735,3190,5.01971,0.226654,374.6080294
2,0.4707476,0.5009607,5060.833528,1.852907,13.9087,3254,5.0301,0.219973,816.5461157
2,2.9532145,3.9795532,3110.689079,10.2396383,11.529,5483.2,4.3,1.68056,1674.174575
1,2.1764875,3.4403723,8114.682956,14.184839,12.2247,5646,4.05052,1.56233,1717.164521
1,3.6335834,1.8069693,8668.442049,5.1614854,11.6739,3765,4.75169,0.544068,613.4754434
1,4.1470359,2.3197694,12886.98799,8.6285404,13.7813,4247,4.47839,0.775548,786.7202987
2,4.6086414,3.5610971,27081.69858,17.9837961,13.6732,5693,4.37269,1.08355,1121.048208
2,3.9613114,2.5843337,15578.11369,9.2319785,13.6157,5221,4.64701,0.741696,913.6734375
2,3.4852362,3.0318968,14856.89726,12.6093335,13.8564,5728,4.42477,1.02553,1202.457225
2,42.8614655,7.635,908,4.13549,10.4225,5703.4,4.04,1.61,619
2,2.1476974,1.669,136,,9.755,,,,
1,14.2456603,3.403,1084,3.68209,8.9988,4760,4.57,0.76,1021
2,15.3471548,3.703,946,2.53444,10.1172,5791,4.53,0.92,733
2,24.9636551,5.444,461,4.53167,9.608,6388,3.71291,2.61,768
2,7.8374554,4.754,188,2.26966,9.0529,6289.7,3.99,1.86,1295
2,3.8638303,2.992,109,1.80822,9.0529,6289.7,3.99,1.86,1479
0,10.5426254,6.2145259,16789.80761,22.0104106,11.955,6114,4.28439,1.65817,1166.233875
2,4.3934744,3.0547623,11541.70994,10.511208,12.8021,5349,4.4,0.977886,1034.644968
2,1.631858,1.8201336,17812.02198,11.400179,14.3604,4778,4.51281,0.805143,1199.435163
2,1.3003394,1.341,38320,12.0407,14.2548,3658,4.67,0.58,880
2,3.2529571,4.813,6055,15.5894,12.8086,6623,3.89,2.21,2067
2,4.6068687,3.286,15647,12.7334,13.0013,5917,4.4,1.08,1229
2,3.3357969,1.39,5024,11.1895,12.533,6517,4.21,1.5,1163
2,2.9879341,2.501,14088,11.6667,13.3991,5315,4.43,0.96,1202
2,2.8475582,2.979,12974,16.2689,13.0057,6372,4.28,1.36,1795
2,3.6234424,4.383,3332,9.13018,12.0409,5815,3.88,1.95,1680
2,4.6588405,1.429,12845,10.0709,12.5258,4768,4.49,0.83,688
1,1.9771658,1.1104153,13877.30597,5.2706003,11.8764,3467,4.87946,0.421944,644.2865637
2,3.3505941,3.542,8973,11.4279,13.3912,5579,4.17,1.35,1445
0,5.0061978,3.521,6438,12.4847,12.792,6713,4.21,1.55,1635
2,8.1678648,4.797,4097,10.7664,13.2152,5859,3.98,1.74,1157
2,5.9097139,5.732,8420,18.7334,12.2914,6508,3.9,2.14,1590
2,0.8674623,1.457,5547,12.8076,13.2719,6470,4.09,1.72,2131
2,5.2452852,5.117,5568,11.9863,12.9951,5928,3.9,1.93,1478
2,1.20306,1.028,14933,12.8325,13.2738,4204,4.29,0.97,1043
2,0.7025922,0.733,1740,5.49838,12.2566,5875,4.27,1.24,1567
2,4.5932835,3.185,7417,11.9834,13.1351,5988,4.18,1.41,1261
2,8.6121286,4.155,4777,12.0872,12.0574,7929,4.16,1.89,1390
1,4.1780637,4.3176109,11478.1087,14.6952606,9.62959,5620,4.18582,1.34736,1313.73704
0,2.5950111,2.524,28870,10.8614,14.4757,3875,4.62,0.64,943
2,2.9419791,3.363,14460,15.3905,12.6752,7277,4.35,1.42,1928
2,11.3648628,4.025,4113,9.30846,11.1938,6128,4.15,1.51,959
2,1.0169814,2.353,7976,12.1981,13.2441,5616,4.12,1.43,2153
2,1.9943104,3.316,10353,17.6537,13.1408,7247,4.19,1.69,2346
2,5.7585993,2.737,13636,11.2259,13.0852,5090,4.38,0.99,859
2,4.9354155,4.672,12554,16.6116,13.4559,6500,4.14,1.63,1560
2,3.5193417,5.025,6522,14.4544,13.3397,5620,4.08,1.51,2308
2,12.6136992,2.533,2172,2.58082,11.7958,3719,4.69,0.56,440
2,1.318678,1.758,11891,10.1378,13.2337,5764,4.46,0.99,1671
2,2.1503007,1.9774726,9260.897305,14.1253056,13.4629,5430,4.41381,1.23206,1501.651735
2,5.2820398,2.762,12532,9.84673,13.1542,5415,4.37,1.05,977
2,4.3430254,4.425,11142,13.5998,12.3837,6594,4.25,1.47,1902
2,5.1778752,1.718,29835,11.9282,14.5665,3599,4.6,0.66,498
2,2.4519381,2.834,11446,17.3192,13.2539,7085,4.19,1.67,1869
0,2.8562935,3.785,22525,18.1559,12.9573,6383,4.31,1.32,1794
2,2.7967251,1.626,5786,19.3726,12.1662,7566,3.85,2.61,1445
2,2.2104947,2.925,7893,13.6352,12.6801,5421,4.01,1.58,1544
2,2.3519086,1.43,16808,18.0511,12.8821,6026,4.22,1.37,1146
0,4.8741147,2.049,4613,14.8251,12.4154,6085,3.84,2.11,992
2,5.6858804,4.185,10855,13.193,12.976,5492,4.12,1.41,1162
1,11.2365977,2.292,9414,13.0203,9.271401,6446,4.37882,1.29,690
2,14.6768874,2.617,15152,9.65258,13.33,5230,4.62,0.77,539
2,6.8552506,3.525,4540,11.7073,11.5315,6847,4.02,1.96,1238
2,3.940549,3.78,3700,7.73812,12.3102,5493,4.07,1.5,1359
2,3.272056,3.3,7709,10.5823,13.136,5668,4.15,1.39,1448
2,4.5833112,2.275,4988,9.62957,12.5912,5853,4.18,1.39,1062
2,0.5940157,1.035,4094,7.9118,13.4902,5663,4.31,1.17,1922
2,1.9519092,1.056,31413,10.4769,14.1345,3498,4.69,0.55,633
2,3.3615701,4.502,6992,16.5271,11.9656,6258,3.97,1.9,1797
2,3.9718475,1.09,5487,8.29625,12.7488,6064,4.39,1.12,814
2,1.3504913,1.586,9835,8.65039,12.7308,4858,4.51,0.82,1295
2,11.3298459,4.4750093,821.128478,3.4134506,10.9162,5624,4.39124,1.057,807.9481883
2,13.4570562,4.073,11282,10.2486,13.0863,5771,4.3,1.06,802
2,2.7638775,1.559,7451,11.9271,13.0965,6155,4.25,1.35,1240
2,1.7278017,2.771,17825,17.158,13.2542,6460,4.27,1.38,1991
2,6.0368213,1.984,108361,13.3128,14.5979,3445,4.82,0.41,444
2,3.1539313,4.023,14772,15.5528,13.1622,6610,4.12,1.7,1861
2,16.2501976,7.487,2930,8.04744,11.9955,6177,4.12,1.58,1075
2,2.7142282,3.44,23021,17.7291,13.3278,6063,4.37,1.15,1640
2,2.9588636,3.438,8605,16.201,11.8193,6405,4.07,1.74,1699
2,24.092358,3.907,14405,12.4646,13.1004,5388,4.36,1.06,532
2,4.2221583,2.921,7098,7.93123,12.6442,5589.8,4.42,1.02,1166
0,11.1755425,5.482,7873,17.5706,9.99028,6655,3.9,1.91,1154
2,6.1030299,3.689,13335,16.3974,12.6118,6057,4.2,1.41,1156
2,18.8224069,1.76,13388,12.5063,12.9998,5661,4.36,1.1,441
2,7.9605908,3.236,6040,5.94344,12.3197,5081.5,4.51,0.85,807
2,6.5516113,0.786,6717,7.01051,12.4415,4841.8,4.6,0.73,454
2,7.3099457,6.439,4484,12.4526,12.227,6391,3.79,2.38,1528
2,2.1250402,2.897,8318,12.6314,13.2392,5355,4.05,1.51,1558
2,3.7871416,3.257,6722,8.91723,13.1197,5594,4.28,1.19,1312
2,0.9898852,1.352,4914,11.4457,13.1505,5339,3.96,1.66,1583
2,22.3751134,11.966,6829,12.8125,10.2912,6477.7,4.24,1.47,1192
2,0.664786,0.66,1215,5.36785,11.7301,6333,4.28,1.35,1618
2,0.433569,0.9778227,741.9430791,4.8760213,8.98207,5967,3.9495,1.7628,3259.690432
2,4.1518071,2.653,1556,10.2109,11.6114,6702,3.72,2.71,1377
2,1.2245052,1.091,24584,19.6011,12.0887,4337.4,4.58,0.7,1162
2,1.1079142,1.106,36019,12.7389,14.8107,3969,4.66,0.59,1017
2,3.3522572,1.934,6919,10.9307,12.3544,5951,4.19,1.39,1137
2,3.7724643,2.099,8796,13.0104,12.0533,6170,4.23,1.38,1137
2,1.040425,0.979,9568,11.6289,13.2735,4750,4.45,0.86,1448
2,23.2490769,3.914,48641,15.7473,11.3272,4849,4.65,0.69,476
2,6.6210878,2.297,13071,9.48332,13.3396,4790,4.53,0.79,714
2,3.0449187,2.988,19894,20.761,12.3079,6026,4.22,1.36,1432
2,2.6855972,1.744,31004,11.0734,14.3972,3822,4.64,0.62,740
2,15.7784931,3.3857406,6805.627558,18.2872401,10.6845,7447,3.79,1.6898,1096.994191
2,11.3498282,4.564,10625,12.2742,13.29,6009,4.34,1.18,936
2,1.1602698,0.489,18692,18.336,14.3355,3692,4.57,0.7,648
2,12.6357243,3.717,8255,13.1329,12.5372,5951,4.17,1.41,809
2,2.3557153,1.866,740,1.98374,12.0721,4851,4.62,0.72,1150
2,0.7941828,0.905,2393,8.86489,11.417,6397,4.16,1.55,2149
2,17.9217736,4.309,44474,16.7867,13.169,5144.1,4.46,0.76,590
2,10.9267866,6.548,9304,13.7902,13.0109,5792.8,4.3,1.46,1110
2,3.1998039,1.816,3672,6.9761,13.2874,5430,4.3,1.15,1037
2,10.1956949,1.526,3293,7.45333,11.5508,5791,4.29,1.21,603
2,8.5467163,3.813,2387,6.73372,11.4741,5557.6,4.03,1.58,966
1,6.8392388,4.176,1213,3.74186,9.2231,5085,3.92,1.08,1090
2,2.014214,1.854,971,2.55092,12.8958,5039,4.54,0.82,1261
1,3.535713,2.148,3116,4.58576,12.5638,5222,4.52,0.86,1036
2,2.7492112,1.866,26414,10.486,14.3703,3794,4.65,0.6,747
2,2.8411187,1.993,1915,5.54834,12.3104,5517,4.27,1.19,1190
2,5.407469,2.87,13091,12.0272,12.5602,5417,4.39,1.03,963
2,16.4547455,4.517,2186,4.11474,11.5321,5826,4.47,0.98,776
2,6.4375108,2.572,730,2.10567,12.1851,5203,4.65,0.74,879
2,4.4738444,6.406,2985,11.2091,12.1331,4943.1,,2.53,1506
2,3.4894537,2.134,8533,11.1177,12.7844,5415.7,4.4,1.19,1092
2,23.842,5.577,12487,17.1852,12.714,5923.2,,1.45,793
1,3.4058895,2.6582989,15490.07954,17.2861065,11.4553,6302,4.30907,1.26867,1423.698546
2,1.8778647,1.5178899,15157.02129,13.2226172,11.4907,5100,4.4,0.927664,1340.575756
2,57.1050077,5.271,3388,5.93946,10.7052,5816,4.49,0.97,530
2,5.1392756,2.426,862,2.17365,12.449,4014,4.53,0.71,706
1,8.2616616,2.862,1343,3.30997,11.5018,5281,4.53,0.86,794
1,6.3392677,3.02,1739,3.91968,12.1093,5289,4.46,0.93,922
1,0.2803246,0.868,507,1.64829,10.0298,4477,4.56,0.72,2211
1,9.100412,2.181,1085,2.59387,9.3742,5013.7,4.58,0.77,644
2,0.9494413,1.392,136,1.37109,7.13,5872.1,,1.19,
1,1.5109447,0.6401499,10693.48816,1.2038917,13.8529,5780,5.27596,0.114827,802.8602204
2,2.9944742,3.0998781,3499.754712,8.6826968,12.5377,5756,4.13367,1.44085,1504.13344
2,19.8507621,2.249,1766,8.778562,9.8532,9488,4.07548,2.35947,673.1575152
2,8.9000334,1.8542477,22163.28257,15.1261771,13.8694,5854,4.45956,1.0044,884.085476
2,13.9285074,3.9986123,13364.35946,9.5784743,12.8988,5103.41,4.52801,0.836141,627.1693637
2,5.3920955,4.2434029,15466.35885,18.2452387,11.5955,5752.18,4.14674,1.41933,1226.266351
2,5.4977872,4.9400249,6357.726888,14.0381026,11.1862,6281,4.05316,1.72746,1424.913184
2,3.8068712,2.2690911,17898.91032,8.6543461,14.1277,3913,4.6113,0.647921,687.8151709
2,4.7443604,1.139,9002,7.57257,12.6204,5420.1,4.5,0.75,633
2,3.334884,2.559,12501,10.5691,12.8903,5771,4.51,0.93,1241
2,1.3939452,0.922,5131,8.87293,13.1315,6140,4.42,1.09,1545
2,7.5954765,2.533,45085,13.1172,13.6193,3768,4.68,0.57,508
0,1825.048364,3.62,2576,12.7111,9.9309,6290,3.89,2.09,103
1,11.6332127,5.081,3480,10.264,9.9623,5287.7,3.88,1.73,935
2,6.0803777,2.486,1366,3.36588,10.508,4275.7,4.37,0.89,716
2,12.0101118,2.82,1204,2.28751,12.4722,4073,4.59,0.67,513
2,16.7382238,3.529,15139,9.09208,12.4031,4551,4.6,0.7,511
2,10.636983,5.378,2913,8.16912,12.5478,6297,4.1,1.65,1161
2,2.7663479,1.212,2476,6.35856,13.1113,6413,4.4,1.19,1258
2,26.3333899,2.783,8665,9.07333,12.1227,5309,4.46,0.93,427
2,0.6541517,0.823,35193,15.3922,14.9737,3657,4.58,0.69,989
2,10.0512067,1.763,22227,5.57868,14.504,3428,4.84,0.38,353
2,3.3024845,1.465,1241,1.73871,11.8272,3634,4.75,0.49,631
2,9.6804752,3.922,10071,11.5702,12.6565,5622,4.31,1.16,881
2,3.5137609,1.7579691,333.5976712,3.3397496,9.9362,6279.8,4.26,1.59007,1634.511587
2,0.6183488,0.587,5306,10.2266,12.9887,5272,4.23,1.2,1341
2,3.7942532,3.769,6913,11.3603,12.3945,5753.6,4.04,1.6,1439
2,8.2241876,3.501,8621,11.9576,11.8423,5669.2,4.21,1.31,916
2,7.8407154,2.891,5326,9.86579,13.0613,5703,4.21,1.31,883
2,15.5106583,4.356,5014,6.93651,12.6092,5472,4.37,1.06,735
2,2.4465664,1.753,2778,4.74384,12.7937,4185.5,4.37,0.88,910
0,8.0179256,1.018,8684,9.29428,12.5227,5356,4.46,0.94,480
2,3.6810755,2.49,8544,8.85628,13.0507,5465,4.46,0.95,1118
2,3.4106422,4.174,4984,11.8996,12.8562,5222,3.83,1.89,1483
2,763.9701133,3.659,28404,8.20454,14.2212,3671,4.71,0.53,60
2,36.2995129,4.4333923,1322.247275,2.2115007,9.8445,4253.9,4.57,0.617519,340.3118696
2,6.6968572,3.398,589,3.89953,10.1341,6466.5,4.05,1.8,1181
2,12.4652143,3.635,1127,2.51956,8.9496,5647.1,4.55,0.88,797
1,11.0248821,2.917,1943,2.46843,12.3252,3798,4.77,0.46,734
2,18.8204255,2.4015591,983.8549658,3.5747237,8.6781,5450,4.5378,0.868947,607.4351032
0,2.668957,2.7508738,17029.872,16.1018337,12.1616,5983.3,4.3234,1.19683,1464.580561
2,3.5245689,3.150024,20956.94783,17.3489851,13.1378,6203,4.37189,1.17724,1354.700287
0,15.1771428,4.556,538,2.80249,9.089871,6200,4.25,1.36,913
1,33.5920255,6.385,3352,9.88421,11.6575,5468,4.5,0.91,949
0,2.0990769,2.343,501,4.13797,10.1063,8853,4.18,2,2423
2,13.5853161,5.271,850,3.82513,10.4398,5854,4.15,1.43,986
0,6.8787507,2.599,359,3.45801,8.5885,6636,3.99,1.98,1125
2,14.9166631,3.709,659,1.92053,10.2919,5434,4.6,0.81,838
2,1.9769396,3.021,11495,15.8982,12.7034,6440.5,4.12,1.65,1976
0,0.5666806,0.722,1530,8.04611,12.7726,5517,3.99,1.65,1610
1,,3.9569972,1196.05978,3.8324012,8.9797,5657,4.35534,1.09993,823.3757159
2,14.4217699,2.3406411,2348.45658,9.4489967,11.4834,6026.94,3.92106,1.91917,1061.403516
2,11.6515287,4.1130736,15415.73003,11.0647635,12.4434,5335,4.50186,0.891247,710.3581928
2,4.8003341,1.9999398,6286.501616,5.5672157,12.7451,4664.59,4.60279,0.71163,773.4186722
2,6.5883481,5.3652099,5547.404593,9.5170822,12.1938,6186.7,4.31682,1.24901,897.9706432
2,19.9253903,7.1580751,4510.284036,10.8355197,10.6594,6213,4.11609,1.58437,882.8924951
2,10.5465818,3.4172956,26790.70155,18.8533824,13.2247,5726,4.37006,1.0922101,857.6355078
0,1.66402,3.397,7964.45,7.65443,10.7014,4841.3,4.71,0.78,2694
2,,8.8064896,1970.177992,6.5779189,11.0866,5964,4.27302,1.26252,230.5689844
2,8.3106603,1.6506686,9717.19342,8.109016,13.4184,5675,4.63371,0.802301,790.0226507
2,17.8961832,5.8302347,6620.009777,11.0501866,13.0658,5767.33,4.22267,1.30053,789.0006014
2,,13.4131846,1002.273045,8.5614402,8.18933,6140,3.70561,2.5072899,1110.134085
1,3.3706303,1.5183944,166589.9107,9.3830336,14.9046,3133,5.02671,0.222121,409.0887836
0,7.0469712,2.551,1020,3.77076,10.4505,5940,,1.2,
2,19.7357748,4.9695046,1136.755791,3.5822698,10.6939,5985,4.44957,1.03501,699.2880486
2,8.330174,3.776804,8477.605288,13.52336,13.5242,5858,4.3,1.3273,1049.189907
2,18.1070683,3.4544369,1920.639624,3.3584758,10.5941,4024,4.5752,0.677805,429.6673243
2,2.8625937,2.6639389,150.7007612,1.1780056,9.3703,5503,4.48743,0.930478,1184.876887
0,3.64376,3.38,3632.91,,10.298,5463.2,4.39,,1887
2,13.9223368,3.0897341,551.9568212,1.7196615,11.5872,4468,4.54813,0.737084,533.6066406
2,3.2727859,1.703415,450.9235482,1.4541092,10.61,4550,4.62037,0.68788,846.5974227
2,36.4358589,9.2522534,384.0441817,2.8743721,5.6801,6597,4.28305,1.40426,704.7212129
2,4.9676784,0.926966,540.7934769,3.8407588,8.7302,6971.2,4.22817,1.57506,1506.232034
2,16.8267434,2.4103679,1999.912843,2.9646311,11.4353,3944,4.62692,0.628984,417.8345932
2,1083.557599,8.3500813,2930.071411,13.8558129,10.4547,6002,3.68023,2.52105,287.5311275
2,3.4770171,2.5101218,19986.42535,11.8571021,13.6336,5225.91,4.53759,0.84127,1017.258937
2,3.3795099,2.7055281,18575.23435,10.862172,13.8213,5203,4.57695,0.799465,998.6004687
2,3.7120776,3.0734816,1532.399567,5.11821,11.2167,5501.09,4.19961,1.29268,1281.358953
2,4.4284676,2.4495032,11582.51898,7.976213,14.0865,3893,4.58525,0.680198,662.5394963
0,6.9055908,1.7156097,803.795684,3.3369764,10.234,5846,4.4,,928.7406881
2,2.5139302,2.9912384,12564.19645,12.9860395,13.7111,5585,4.34946,1.10185,1361.852638
2,16.2520546,8.647,220,2.9719,8.96016,6696,3.89,2.24,1294
2,7.63779,2.251,318,2.22751,8.5627,5924,4.24,1.31,847
2,0.5843146,0.555,1043,5.71748,10.4371,6870.8,4.28,1.46,2040
2,9.3079811,3.235,6907,18.225,11.926,6076.4,4.41,1.1,1249
2,2.4915545,1.2,667,5.46811,10.5681,8013,4.13,1.98,1627
2,3.9155539,3.72,12003,16.5322,12.8463,6285,4.11,1.62,1520
2,9.7716812,5.281,4411,9.12933,13.2757,6518.8,4.23,1.47,1221
2,14.2308461,5.835,4278,9.75869,12.292,5787.9,3.96,1.77,974
2,0.7603078,0.363,5657,14.9311,12.3552,4069,4.53,0.72,918
0,1.03604,1.855,250,3.52761,9.0188,9622,3.95,2.74,3365
0,3.6688102,2.151,8447,9.85973,13.3268,5821.5,4.36,1.12,1125
